Time (s),X (m/s^2),Y (m/s^2),Z (m/s^2)
4.389089700E-2,0.000000000E0,0.000000000E0,0.000000000E0
6.315943900E-2,2.051281929E-2,-7.789707184E-2,-3.613293171E-2
8.242631400E-2,5.790525675E-2,-9.355258942E-2,-5.758702755E-3
1.016939180E-1,3.330075741E-2,-9.402275085E-3,-5.830544233E-2
1.209626680E-1,1.953423023E-3,-1.384925842E-2,-4.420632124E-2
1.402303770E-1,-4.295349121E-3,-8.847522736E-2,-4.678297043E-2
1.594967310E-1,-6.021308899E-2,-1.351432800E-1,-5.433100462E-2
1.787646470E-1,-1.278234720E-1,-1.077861786E-1,-8.116722107E-3
1.980317830E-1,-1.381988525E-1,-6.564712524E-2,1.768645644E-1
2.172999600E-1,-1.001359224E-1,7.759284973E-2,1.891565919E-1
2.365676160E-1,3.056597710E-2,4.792690277E-2,2.914350033E-1
2.558353240E-1,-2.560353279E-2,-4.520988464E-2,2.525448799E-1
2.751024600E-1,-4.702960253E-1,-1.177196503E-1,1.534402370E-3
2.943706370E-1,-5.655019283E-1,2.095890045E-2,1.400096416E-1
3.136385540E-1,-6.045435667E-1,-1.694078445E-1,5.746191740E-2
3.328607930E-1,-1.966834068E-1,-7.463645935E-2,3.490972519E-2
3.521317310E-1,-1.516051650E0,-3.411178589E-1,1.046867371E-1
3.714407930E-1,-1.399033546E0,-1.347601891E0,5.822986364E-2
3.906822520E-1,-1.200664759E0,-7.220745087E-2,-1.390023232E0
4.099761060E-1,-6.838985085E-1,1.543579102E-1,1.865615845E-1
4.292167830E-1,1.241182566E0,1.756277084E-1,9.311479926E-1
4.485207930E-1,7.949718237E-1,1.023888588E0,1.260938644E0
4.677795950E-1,-7.880749702E-1,3.569059372E-1,1.738923788E-1
4.870483450E-1,-9.645924568E-1,-2.985954285E-1,-6.115196943E-1
5.063160020E-1,4.157739282E-1,-7.054424286E-1,2.482566237E-1
5.255825640E-1,1.612208128E0,-1.442181587E0,1.089669943E0
5.448502200E-1,1.140387893E0,-1.360378265E0,7.822934389E-1
5.641178770E-1,-1.123205423E-1,9.093513489E-1,1.183776855E0
5.833866270E-1,1.047036648E-1,1.175787926E0,1.622088552E-1
6.026532410E-1,6.366492510E-1,8.878526688E-1,5.975915790E-1
6.219208970E-1,4.480242729E-1,8.653898239E-1,1.701992035E0
6.411899080E-1,-5.496913195E-1,2.181243896E-1,8.980545402E-1
6.604559490E-1,-1.952345133E0,-1.809816360E-1,1.232773542E0
6.797238660E-1,-2.824410200E0,-1.046312332E0,-1.750413775E-1
6.989926160E-1,-2.748116255E0,4.448776245E-1,-1.226659417E-1
7.182586580E-1,-1.525828838E0,8.139114380E-1,5.513138771E-1
7.375268350E-1,-4.619451761E-1,5.544862747E-1,5.490648746E-1
7.567945430E-1,-6.006810665E-1,-5.215902328E-1,4.667840302E-1
7.760621990E-1,1.481107473E0,-1.475605965E0,4.439682066E-1
7.953292830E-1,2.686321020E0,-1.723936558E0,6.280703545E-1
8.145523040E-1,1.466616750E0,-3.892822266E-1,1.820383430E0
8.338199600E-1,-3.165102005E-2,7.224864960E-1,1.541334510E0
8.531338140E-1,-8.244382143E-1,1.006345749E0,1.370692968E0
8.724004290E-1,-1.032300591E0,8.070383072E-1,1.229069829E0
8.916229810E-1,4.037913084E-1,-2.051868439E-1,2.422864914E0
9.111030330E-1,-3.213225365E0,2.070199013E0,-4.751188159E-1
9.301582930E-1,-2.216471434E0,9.867000580E-2,-1.305025458E0
9.494296990E-1,-1.384260178E0,-6.848144531E-2,1.509623766E0
9.686986060E-1,-2.885621786E-1,1.597506523E0,2.391085923E-1
9.880064180E-1,3.144844770E-1,3.588561058E0,-7.681618929E-1
