"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
5.775541666E-3,1.537016332E-1,3.065854311E-1,-6.919036806E-2
2.567454167E-2,1.421591267E-3,4.989998043E-1,-1.327590048E-1
4.557454167E-2,-1.828446090E-1,4.858384430E-1,-1.072670445E-1
6.547354167E-2,-2.642044127E-1,3.633633852E-1,-7.815222442E-2
8.537354167E-2,-2.467769235E-1,1.923029870E-1,-1.341232806E-1
1.052725417E-1,-7.148168981E-2,8.904650807E-1,-1.321346760E-1
1.251715417E-1,5.885221809E-2,1.807736993E0,2.495134249E-4
1.450715417E-1,-3.779993653E-1,2.331936121E0,4.304636270E-2
1.649705417E-1,-1.164252043E0,2.879359961E0,6.554982662E-1
1.848695417E-1,-1.593866587E0,2.834972620E0,1.019306898E0
2.047695417E-1,-1.418252349E0,2.044613600E0,9.790973663E-1
2.246685417E-1,-9.420841336E-1,7.963653207E-1,8.944554925E-1
2.445675417E-1,-6.143001914E-1,-5.239908099E-1,5.009070039E-1
2.644669583E-1,-2.792430222E-1,-3.615942299E-1,-1.005367517E0
2.843659583E-1,-2.880996466E-1,5.916192532E-1,-1.247718930E0
3.042659583E-1,7.986850739E-1,-1.239713430E0,-3.859182596E-1
3.241649583E-1,7.496656179E-1,-3.190227151E-1,1.346963346E-1
3.440639583E-1,7.005541325E-1,4.032944441E-1,-2.370519750E-2
3.639639583E-1,2.643001825E-2,1.695783257E0,8.950871229E-1
3.838629583E-1,-1.227466941E0,2.003558397E0,8.226535320E-1
4.037619583E-1,-8.442518711E-1,1.618268967E0,-2.844197452E-1
4.236619583E-1,2.064201534E-1,1.405560493E0,-8.506875634E-1
4.435609583E-1,3.377218246E-1,1.571219563E0,-1.030911922E0
4.634599583E-1,-3.793268278E-2,1.725352526E0,-6.211365461E-1
4.833599583E-1,-5.627126098E-1,1.798571229E0,-2.349289507E-2
5.032589583E-1,-8.226799965E-1,9.639206529E-1,-3.542173654E-2
5.231579583E-1,-8.878518343E-1,3.254833221E-1,-6.466187835E-1
5.430579583E-1,-8.367124796E-1,1.028311014E0,-9.495774508E-1
5.629569583E-1,-6.371008158E-1,1.497571707E0,-6.455212831E-1
5.828559583E-1,-4.252041876E-1,1.262444496E0,-3.680083156E-1
6.027559583E-1,-3.568105102E-1,1.225218654E0,-7.063688040E-1
6.226549583E-1,-5.225156546E-1,1.673536301E0,-1.572536707E0
6.425539583E-1,-6.696104407E-1,1.511334300E0,-2.144520760E0
6.624539583E-1,2.431841195E-2,-7.808350325E-1,-1.827141762E0
6.823529583E-1,-3.350189030E-1,-1.595400333E0,-1.237780690E0
7.022519583E-1,-1.181871653E0,-1.247902989E0,-1.291847467E0
7.221519583E-1,-1.672077775E0,-4.973827004E-1,-1.363127112E0
7.420509583E-1,-2.597695827E0,3.581334352E-1,-1.703723550E0
7.619499583E-1,-3.978274584E0,1.355705380E0,-2.253686666E0
7.818499583E-1,-4.209458351E0,1.813317418E0,-2.660511494E0
8.017489583E-1,-3.436513424E0,1.702564716E0,-2.573424816E0
8.216479583E-1,-2.520353794E0,1.841196656E0,-2.403957367E0
8.415479583E-1,-1.942729831E0,2.204603672E0,-2.628286600E0
8.614469583E-1,-1.721370816E0,1.694820404E0,-2.878666401E0
8.813469583E-1,-1.861872911E0,8.679420948E-1,-2.551092625E0
9.012459583E-1,-2.106146812E0,5.531500578E-1,-1.948344231E0
9.211449583E-1,-1.935458541E0,8.142974377E-1,-1.483731270E0
9.410449583E-1,-1.258190036E0,1.719309330E0,-1.444975138E0
9.609439583E-1,-6.634766459E-1,2.244314909E0,-1.914057255E0
9.808429583E-1,-7.103560567E-1,2.277954817E0,-2.200056314E0
1.000742958E0,-1.001610518E0,2.004952908E0,-1.956384063E0
1.020641958E0,-9.247943163E-1,1.626678467E0,-1.263579488E0
1.040540958E0,-5.921049714E-1,1.207126737E0,-7.072439194E-1
1.060440958E0,-7.183483243E-1,9.632337689E-1,-4.579298794E-1
1.080339958E0,-1.127639413E0,9.162544012E-1,-3.545325994E-2
1.100238958E0,-1.223158240E0,9.409102201E-1,4.901975989E-1
1.120138958E0,-1.134183526E0,1.031060457E0,9.370675683E-1
1.140037958E0,-9.286409616E-1,1.310187459E0,1.100070596E0
1.159936958E0,-6.298925877E-1,1.785190344E0,9.382428527E-1
1.179836958E0,-5.343545079E-1,2.114734411E0,7.497168779E-1
1.199735958E0,-7.472810745E-1,2.031254292E0,8.393884897E-1
1.219634958E0,-1.110795140E0,1.591207862E0,1.215627909E0
1.239534958E0,-1.403927088E0,1.256014824E0,1.599308729E0
1.259433958E0,-1.369181991E0,1.124939799E0,1.610923648E0
1.279333292E0,-1.165377021E0,1.121735454E0,1.298646927E0
1.299233292E0,-9.331946373E-1,1.361733913E0,8.839600682E-1
1.319132292E0,-9.610707164E-1,1.260236382E0,6.737686396E-1
