Time (s),X (rad/s),Y (rad/s),Z (rad/s)
1.446642760E-1,-1.664558798E-2,4.450022280E-1,4.827220440E-1
1.644342240E-1,-2.206685692E-1,1.127013192E-1,5.346440673E-1
1.842056820E-1,-5.187620521E-1,-9.620844573E-2,5.688515306E-1
2.039756300E-1,-9.231429100E-1,-4.367557913E-2,6.042806506E-1
2.237471400E-1,-1.447249889E0,6.688777357E-2,3.935383558E-1
2.435170360E-1,-1.473516345E0,3.356605768E-1,8.002099395E-2
2.632885470E-1,-3.287885487E-1,1.456870735E-1,3.733803928E-1
2.830584430E-1,2.899997234E-1,8.628217578E-1,9.292513728E-1
3.028299530E-1,6.161921620E-1,2.075964451E0,1.000109673E0
3.225998490E-1,1.065775752E0,2.774773598E0,1.131441832E0
3.423713590E-1,1.418234587E0,2.492562294E0,1.293927193E0
3.621412550E-1,1.291789293E0,2.170645714E0,1.318971992E0
3.819128180E-1,1.059667230E0,1.661809921E0,1.050199151E0
4.016827130E-1,8.422056437E-1,1.597060204E0,6.946860552E-1
4.214542240E-1,7.218687534E-1,1.662420869E0,5.144860744E-1
4.412241200E-1,6.455128193E-1,1.736333370E0,5.376983285E-1
4.609956300E-1,5.367820263E-1,1.909814000E0,6.788040400E-1
4.807655780E-1,3.419217467E-1,2.071688414E0,6.733064055E-1
5.005370880E-1,-2.176143378E-1,1.708234310E0,1.240019947E-1
5.203069840E-1,-5.505260825E-1,1.039967418E0,-4.049917459E-1
5.400784950E-1,-4.729484916E-1,7.644753456E-1,-6.413896084E-1
5.598484430E-1,-1.229330078E-1,8.554915786E-1,-4.373666346E-1
5.796199530E-1,4.016320780E-2,8.029587269E-1,-2.327328026E-1
5.993899010E-1,7.188144922E-1,5.097520351E-1,-9.468132257E-2
6.191614110E-1,1.473210931E0,5.470137000E-1,-3.982724249E-1
6.389313590E-1,1.506196618E0,5.366293192E-1,-8.252546191E-1
6.587028700E-1,7.273663878E-1,6.539120078E-1,-1.213753462E0
6.784727650E-1,-2.444916219E-1,3.723114133E-1,-1.371962905E0
6.982443280E-1,-1.204132676E0,2.568612695E-1,-1.216196895E0
7.180142240E-1,-1.474738002E0,7.345438004E-1,-1.046381354E0
7.377857860E-1,-1.027597785E0,1.303242683E0,-1.263842940E0
7.575556820E-1,-6.476507783E-1,1.519482613E0,-1.798945189E0
7.773272450E-1,-4.509579837E-1,1.503600478E0,-2.413457632E0
7.970971400E-1,-4.155288339E-1,1.552468300E0,-2.677343607E0
8.168687030E-1,-4.118637741E-1,1.576291323E0,-2.672456741E0
8.366385990E-1,-3.917058110E-1,1.757712960E0,-2.575331926E0
8.564101610E-1,-5.774033666E-1,1.827960372E0,-2.650466204E0
8.761801090E-1,-9.597937465E-1,1.748550296E0,-2.932066917E0
8.959516200E-1,-1.249335408E0,1.523758531E0,-2.872814655E0
9.157215680E-1,-1.261552334E0,1.248266339E0,-2.465990305E0
9.354930780E-1,-1.077076435E0,1.245212078E0,-2.043284178E0
9.552630260E-1,-8.602256775E-1,1.480388284E0,-1.801999450E0
9.750345880E-1,-7.875348330E-1,1.542694807E0,-1.808718681E0
9.948044840E-1,-9.219212532E-1,1.433963895E0,-1.987086177E0
1.014576047E0,-1.044090629E0,1.252542257E0,-1.967539072E0
1.034345995E0,-9.426900148E-1,1.133427143E0,-1.662726283E0
1.054117505E0,-6.293253899E-1,1.226886749E0,-1.234522343E0
1.073887453E0,-4.002576768E-1,1.314848781E0,-9.058864713E-1
1.093659015E0,-4.662291706E-1,1.443126678E0,-9.034430981E-1
1.113428963E0,-6.390989423E-1,1.577513099E0,-1.046992183E0
1.133200526E0,-7.185090780E-1,1.447402596E0,-9.828532338E-1
1.152970422E0,-6.580352187E-1,1.140757203E0,-5.851916671E-1
1.172741984E0,-5.560237169E-1,9.709417224E-1,-2.681619525E-1
1.192511932E0,-5.370874405E-1,1.039356589E0,-6.902574003E-2
1.212283495E0,-6.262711287E-1,7.788302749E-2,5.486935377E-1
1.232053443E0,-6.281036735E-1,-8.750386834E-1,1.050809979E0
1.251824953E0,-5.670189857E-1,-1.391815424E0,1.053864241E0
1.271594901E0,-6.769714952E-1,-9.098569751E-1,5.877877474E-1
1.291366463E0,-6.849125028E-1,6.313106418E-1,-7.085828483E-2
1.311136411E0,-4.674508572E-1,1.080894232E0,-1.918060333E-1
1.330907974E0,-2.279987335E-1,5.048652887E-1,1.203369126E-1
1.350677922E0,-5.329642445E-2,-1.908897758E-1,4.472928941E-1
1.370449484E0,1.061347127E-1,-5.549547076E-1,6.103891134E-1
1.390219432E0,-3.924693540E-2,-6.930062175E-1,5.010474920E-1
1.409990943E0,-5.743491650E-1,-3.600944579E-1,-2.565558441E-2
1.429760943E0,-8.296833038E-1,4.419479966E-1,-9.071081877E-1
1.449532453E0,-5.719057322E-1,1.094332814E0,-1.154501319E0
1.469302401E0,-1.603474095E-2,1.038745761E0,-7.733326554E-1
1.489073963E0,3.290939629E-1,4.333961308E-1,-1.527118087E-1
1.508843911E0,3.498627543E-1,-4.046863019E-1,4.760027230E-1
1.528615474E0,4.260659590E-2,-4.682144225E-1,2.402156889E-1
