"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
2.056858333E-2,1.521436404E-2,2.625165582E-1,-7.534895092E-2
4.046758333E-2,-4.328846186E-2,3.382834494E-1,6.756357383E-3
6.036558333E-2,-5.696567520E-2,4.191273749E-1,1.136725396E-1
8.026458333E-2,-1.890978068E-1,5.783883333E-1,2.043313235E-1
1.001625833E-1,-2.619086504E-1,1.075636983E0,2.463857681E-1
1.200615833E-1,-2.093176991E-1,1.365681529E0,4.626108408E-1
1.399595833E-1,-8.261302859E-2,1.692837834E0,3.468079269E-1
1.598575833E-1,-2.495078295E-1,1.765594602E0,2.809753120E-1
1.797565833E-1,-4.600811601E-1,1.545428276E0,3.446483612E-1
1.996545833E-1,-3.044114411E-1,1.516745090E0,2.011100054E-1
2.195535833E-1,1.576039940E-2,1.791211128E0,3.777722642E-2
2.394515833E-1,2.199947387E-1,1.669736862E0,5.597089976E-2
2.593495833E-1,2.169057727E-1,1.815501213E0,9.030815959E-2
2.792485833E-1,-7.862248272E-2,2.369197369E0,4.470862076E-2
2.991465833E-1,-5.036732554E-1,2.320878267E0,1.537676752E-1
3.190455833E-1,-7.402744889E-1,2.104417562E0,2.985390127E-1
3.389435833E-1,-6.851271987E-1,1.557133555E0,5.554996133E-1
3.588415833E-1,-3.309479356E-1,9.231511950E-1,8.057134151E-1
3.787405833E-1,3.743486106E-2,8.724524975E-1,7.665566802E-1
3.986385833E-1,2.906803600E-2,1.269291043E0,5.434769392E-1
4.185375833E-1,-1.390316635E-1,1.779876709E0,2.859996855E-1
4.384355833E-1,-2.055897713E-1,2.163290262E0,1.238594390E-2
4.583335833E-1,3.082012832E-1,7.644549012E-1,1.116144657E-1
4.782325833E-1,5.591303110E-1,-6.421592236E-1,5.083436966E-1
4.981305833E-1,5.606210232E-2,-4.235984385E-1,7.251623273E-1
5.180295833E-1,-3.496227264E-1,-1.340470314E-1,5.284687281E-1
5.379275833E-1,-7.465050220E-1,4.876548052E-2,-7.151431590E-2
5.578255833E-1,-1.300226092E0,6.707164645E-1,-6.187670231E-1
5.777245833E-1,-1.511037946E0,1.289394259E0,-1.083746791E0
5.976225833E-1,-1.853459597E0,1.907371879E0,-1.343807697E0
6.175215833E-1,-2.678668022E0,2.769631386E0,-1.491018891E0
6.374195833E-1,-3.759608507E0,2.875629187E0,-1.853139281E0
6.573175833E-1,-4.498241901E0,3.372174978E0,-2.493525267E0
6.772165833E-1,-4.563704967E0,4.228679657E0,-2.422715902E0
6.971145833E-1,-3.952891350E0,3.963883877E0,-1.807205081E0
7.170135833E-1,-2.972489357E0,3.322235107E0,-9.377236962E-1
7.369117500E-1,-2.091414213E0,2.858787298E0,-7.435632348E-1
7.568097500E-1,-1.511345029E0,2.594585180E0,-1.314178705E0
7.767087500E-1,-1.294853687E0,2.125587225E0,-1.964039087E0
7.966067500E-1,-1.336080074E0,1.628097296E0,-1.964041948E0
8.165057500E-1,-1.671669126E0,1.243175864E0,-1.377038836E0
8.364037500E-1,-1.836124539E0,1.140091062E0,-7.415568829E-1
8.563017500E-1,-1.455409527E0,1.275720596E0,-7.718538642E-1
8.762007500E-1,-1.283808231E0,1.332904696E0,-1.042022705E0
8.960987500E-1,-1.314581513E0,1.283450961E0,-1.273686171E0
9.159967500E-1,-1.359662890E0,9.677306414E-1,-1.146257639E0
9.358957500E-1,-1.227224231E0,7.986345887E-1,-6.758159995E-1
9.557937500E-1,-1.013757229E0,1.057829618E0,-4.509506524E-1
9.756927500E-1,-7.639890909E-1,1.705516100E0,-4.520359039E-1
9.955907500E-1,-5.621451139E-1,2.002193451E0,-4.692168832E-1
1.015488750E0,-7.321544290E-1,1.774516463E0,-2.670094669E-1
1.035387750E0,-1.021454096E0,1.288860917E0,5.485977605E-2
1.055285750E0,-1.184018493E0,9.353364706E-1,3.932220638E-1
1.075184750E0,-1.127930522E0,1.100973129E0,6.864413023E-1
1.095082750E0,-1.071926832E0,1.255598426E0,8.066909313E-1
1.114980750E0,-1.161269784E0,1.092896342E0,9.984261394E-1
1.134879750E0,-1.184790134E0,9.089155197E-1,1.342173338E0
1.154777750E0,-1.159956932E0,7.733809948E-1,1.558327556E0
1.174676750E0,-1.151579976E0,9.574145079E-1,1.651264906E0
1.194574750E0,-1.126317263E0,1.212728739E0,1.586759686E0
1.214472750E0,-1.072757721E0,1.152565241E0,1.364361763E0
1.234371750E0,-9.770822525E-1,9.195334911E-1,1.111028790E0
1.254269750E0,-7.505354285E-1,8.088994026E-1,9.025516510E-1
1.274168750E0,-7.191169858E-1,6.223598123E-1,8.142254353E-1
1.294066750E0,-5.679215789E-1,4.198932648E-1,4.605796039E-1
1.313965750E0,-3.010790646E-1,4.413060844E-1,9.230461717E-2
1.333863750E0,1.029663920E0,6.001942754E-1,-3.652439713E-1
1.353761750E0,1.466590166E0,1.229144573E0,-1.856568605E-1
1.373660750E0,2.860740423E-1,4.071604311E-1,-1.594705284E-1
1.393558750E0,-1.038269162E0,-7.305589318E-2,-2.477491647E-1
1.413457750E0,-4.334969223E-1,-5.917307734E-2,-3.925928473E-1
1.433355750E0,-2.405809462E-1,5.622989535E-1,-3.984284401E-1
1.453253750E0,-3.265189528E-1,5.911322236E-1,-7.232336998E-1
1.473152750E0,-3.438252807E-1,4.942509830E-1,-6.773367524E-1
1.493050750E0,-4.736146033E-1,3.027009964E-1,-5.438721180E-1
1.512949750E0,-4.830479920E-1,1.951882839E-1,-3.645063043E-1
1.532847750E0,-5.088328719E-1,-3.956052661E-1,9.987837076E-2
1.552746750E0,-7.055694461E-1,-1.147052765E0,2.579438090E-1
1.572644750E0,-6.789101362E-1,-8.442504406E-1,1.150324941E-1
1.592542750E0,-4.712539315E-1,-3.600490689E-1,-2.584856749E-1
1.612441750E0,-5.742372274E-1,8.648666739E-2,-7.566763163E-1
1.632339750E0,-4.493042231E-1,1.058002114E-1,-7.303217053E-1
1.652238750E0,-3.933969140E-1,-2.795121446E-2,-4.049138725E-1
1.672136750E0,-2.761796415E-1,-1.321355700E-1,-1.828809679E-1
1.692035750E0,-4.252514243E-2,4.665986635E-3,-1.993054599E-1
1.711933750E0,4.032282159E-4,2.113879919E-1,-4.621103108E-1
1.731832750E0,-2.414575219E-1,3.600437343E-1,-7.042564750E-1
1.751730750E0,-2.793336809E-1,2.074723840E-1,-3.760682046E-1
1.771628750E0,-3.523145020E-1,-1.916358471E-1,1.824190021E-1
1.791527750E0,-3.852784336E-1,-2.016923577E-1,8.466784656E-2
1.811425750E0,-4.435620904E-1,-1.140115187E-1,-1.332931221E-1
1.831324750E0,-4.185648561E-1,-8.336306363E-2,-3.271677792E-1
1.851222750E0,-3.099431396E-1,-1.416993588E-1,-2.297630608E-1
1.871121750E0,-2.893496454E-1,-8.626645803E-2,-2.667058408E-1
1.891019750E0,-2.830061615E-1,4.850280657E-2,-4.382614195E-1
1.910918750E0,-1.357668489E-1,3.666559160E-1,-7.555236816E-1
1.930816750E0,1.511663496E-1,5.461344719E-1,-9.127357602E-1
1.950715750E0,3.882613182E-1,5.212469697E-1,-1.007157683E0
1.970613750E0,4.917576611E-1,3.409277499E-1,-1.158193231E0
1.990512750E0,7.102478743E-1,-1.251286119E-1,-5.851780176E-1
2.010410750E0,8.401300311E-1,-7.503472567E-1,-2.242843658E-1
2.030309750E0,5.103777647E-1,-3.579029739E-1,-8.242266178E-1
2.050207750E0,3.081496358E-1,-1.914097220E-1,-1.265130877E0
2.070106750E0,1.090574488E-1,-4.876398947E-3,-1.478120208E0
2.090004750E0,1.078967303E-1,7.375814319E-1,-1.604460955E0
2.109903750E0,3.608317375E-1,9.827659726E-1,-1.828631639E0
2.129801750E0,1.250360906E-1,2.031788677E-1,-1.656579852E0
2.149700750E0,1.241278425E-1,-8.481823206E-1,-7.060149908E-1
