Time (s),X (m/s^2),Y (m/s^2),Z (m/s^2)
2.103230700E-2,7.418000102E-1,-6.387999654E-1,2.009999901E-1
4.088543200E-2,1.714999974E-1,-2.949999869E-1,8.023999929E-1
6.073699400E-2,-1.965999901E-1,-8.579999954E-2,1.989799976E0
8.059011900E-2,-5.475000143E-1,-9.989999980E-2,2.613299847E0
1.004432440E-1,-4.851999879E-1,9.519999474E-2,2.194799900E0
1.202948070E-1,-4.921000004E-1,2.698000073E-1,1.488799930E0
1.401479320E-1,-1.004199982E0,3.859999776E-1,8.764999509E-1
1.600010570E-1,-1.321399927E0,3.719999790E-1,6.658999920E-1
1.798541820E-1,-5.670999885E-1,4.316999912E-1,9.044999480E-1
1.997057440E-1,-1.060699940E0,4.187999964E-1,5.465999842E-1
2.195588690E-1,-6.347000003E-1,-2.115999907E-1,-3.650999963E-1
2.394119940E-1,-1.626199961E0,-9.696999788E-1,-1.548599958E0
2.592635570E-1,-6.547999978E-1,-1.236500025E0,-8.669999987E-2
2.791166820E-1,-5.315999985E-1,-3.547999859E-1,-2.082999945E-1
2.989698070E-1,1.580999941E-1,-3.012000024E-1,-5.245999694E-1
3.188213690E-1,5.338999629E-1,-5.072000027E-1,1.717000008E-1
3.386744940E-1,1.696200013E0,7.203999758E-1,1.173900008E0
3.585276190E-1,-5.023999810E-1,5.329999700E-2,-6.310999990E-1
3.783807440E-1,-6.978999972E-1,-6.369999796E-2,4.900000058E-3
3.982323070E-1,3.500999808E-1,-4.614000022E-1,-4.018999934E-1
4.180854320E-1,6.735000014E-1,-1.200600028E0,-1.176800013E0
4.379385570E-1,7.168999910E-1,-4.098999798E-1,-4.034000039E-1
4.577901190E-1,-1.122999936E-1,9.019999504E-1,4.510999918E-1
4.776432440E-1,-2.422999889E-1,8.689000010E-1,-7.710999846E-1
4.974963690E-1,-1.237499952E0,1.798299909E0,-1.493399978E0
5.173494940E-1,-5.906999707E-1,8.729999512E-2,-1.603199959E0
5.372010570E-1,-5.144999623E-1,-9.450999498E-1,-9.422999620E-1
5.570541820E-1,-3.070000000E-2,-1.369699955E0,-1.349299908E0
5.769073070E-1,9.506999850E-1,-1.765799999E0,-1.900099993E0
5.967588690E-1,7.680999637E-1,-1.323599935E0,-1.867399931E0
6.166119940E-1,3.829999864E-1,-9.941999912E-1,-1.279299974E0
6.364651190E-1,6.289999932E-2,-1.062199950E0,-1.192199945E0
6.563182440E-1,1.727999896E-1,-1.323400021E0,-8.876999617E-1
6.761698070E-1,7.725999951E-1,-1.279899955E0,-3.583199978E0
6.960229320E-1,1.396199942E0,-1.286899924E0,-5.984499931E0
7.158744940E-1,1.758099914E0,-1.696699977E0,-7.210299969E0
7.357276190E-1,9.871999621E-1,-2.710700035E0,-7.662299633E0
7.555807440E-1,2.845000029E-1,-3.144399881E0,-7.393799782E0
7.754338690E-1,8.869999647E-1,-1.957399964E0,-5.899099827E0
7.952854320E-1,1.665099978E0,-5.220000148E-1,-4.107800007E0
8.151385570E-1,1.597800016E0,6.659999490E-2,-3.194900036E0
8.349916820E-1,3.242999911E-1,-5.550999641E-1,-2.231799841E0
8.548432440E-1,-7.735999823E-1,-1.153699994E0,-9.348999858E-1
8.746963690E-1,-1.531399965E0,-6.570000052E-1,6.972000003E-1
8.945494940E-1,-2.640899897E0,-4.813999832E-1,1.735199928E0
9.144010570E-1,-4.546199799E0,-1.080999970E0,1.479300022E0
9.342541820E-1,-6.981400013E0,-1.228500009E0,6.609999537E-1
9.541073070E-1,-8.408900261E0,-7.626000047E-1,-8.969999850E-2
9.739588690E-1,-8.372499466E0,-2.481999993E-1,6.090999842E-1
9.938119940E-1,-8.704599380E0,2.413999885E-1,2.104699850E0
1.013665119E0,-8.930500031E0,4.294999838E-1,2.995299816E0
1.033516682E0,-8.440299988E0,5.069000125E-1,3.100399971E0
1.053369807E0,-7.966399670E0,4.348999858E-1,2.002899885E0
1.073222932E0,-6.733599663E0,-1.418000013E-1,8.926999569E-1
1.093076057E0,-5.750899792E0,-7.999999821E-2,4.079999775E-2
1.112927619E0,-5.035999775E0,-8.032999635E-1,-1.020499945E0
1.132780744E0,-4.349100113E0,-1.902399898E0,-1.220199943E0
1.152632307E0,-2.588799953E0,-2.379400015E0,-3.294999897E-1
1.172485432E0,-1.665999889E-1,-1.826399922E0,3.457999825E-1
1.192338557E0,1.882599950E0,-1.864499927E0,6.635000110E-1
1.212190119E0,2.225100040E0,-2.005300045E0,1.304399967E0
1.232049494E0,1.248299956E0,-9.975000024E-1,2.356499910E0
1.251896369E0,-7.499999553E-2,-8.718000054E-1,3.033900023E0
1.271747932E0,-9.576999545E-1,-5.548999906E-1,1.747499943E0
1.291601057E0,-1.452000022E0,5.586999655E-1,-8.575999737E-1
1.311454182E0,-1.994099975E0,1.062699914E0,-1.118099928E0
1.331307307E0,-2.416100025E0,8.952999711E-1,1.239099979E0
1.351158869E0,-1.032599926E0,5.766000152E-1,1.511299968E0
1.371011994E0,2.280000001E-1,3.841999769E-1,-4.673999846E-1
1.390865119E0,1.418999910E0,2.414999902E-1,-1.624399900E0
1.410716682E0,2.585599899E0,-5.110999942E-1,-8.718000054E-1
1.430569807E0,3.050199986E0,-1.168099999E0,1.237200022E0
1.450422932E0,3.223199844E0,-1.173699975E0,1.460299969E0
1.470274494E0,1.603899956E0,-6.216999888E-1,1.747699976E0
1.490127619E0,-1.098199964E0,-4.493999779E-1,1.415399909E0
1.509980744E0,-1.995899916E0,-5.776000023E-1,2.572999895E-1
1.529833869E0,-2.842999995E-1,-6.627999544E-1,-1.194399953E0
1.549685432E0,-7.936999798E-1,-1.158000007E-1,-2.710999846E-1
1.569538557E0,-2.999099970E0,9.570999742E-1,2.829299927E0
1.589391682E0,-3.377099991E0,6.876999736E-1,4.020899773E0
1.609243244E0,-2.381000042E0,1.332799911E0,1.060299993E0
1.629096369E0,-1.835500002E0,3.012899876E0,-3.834299803E0
1.648955744E0,-9.109999537E-1,4.154900074E0,-4.936800003E0
1.668802619E0,6.530999541E-1,2.808599949E0,-2.844499826E0
