"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
2.056858333E-2,6.355613512E-1,-2.852710336E-1,-5.826762092E-1
4.046758333E-2,2.457780620E-1,-3.128090805E-1,-4.304731858E-1
6.036558333E-2,8.617860317E-2,-2.963865906E-1,-3.186890405E-1
8.026458333E-2,-1.371809417E-1,-6.993269920E-4,-8.573269451E-1
1.001625833E-1,-3.997966459E-1,1.989813334E-1,-1.128107409E0
1.200615833E-1,2.398527861E-3,6.618287981E-2,-1.205775974E0
1.399595833E-1,9.850593710E-1,-5.179375917E-1,-9.380851793E-1
1.598575833E-1,1.056773424E0,-9.429062086E-1,-1.321046814E0
1.797565833E-1,4.839233150E-1,-5.940800339E-1,1.385842735E-1
1.996545833E-1,1.095373526E-2,-6.664194471E-1,7.611034101E-1
2.195535833E-1,5.406116322E-1,-6.576591486E-1,3.835890412E-2
2.394515833E-1,4.916885635E-1,-7.672535115E-1,5.405458510E-2
2.593495833E-1,5.957116263E-1,-7.113956451E-1,1.827313364E-1
2.792485833E-1,1.467091696E0,-1.005646248E0,-7.606794870E-1
2.991465833E-1,1.091401805E0,-5.571829337E-1,-1.676385033E-1
3.190455833E-1,6.223292483E-1,-6.309543300E-1,2.362280971E-1
3.389435833E-1,4.098149729E-1,-7.045029473E-1,4.302539152E-1
3.588415833E-1,-4.104182594E-2,4.386171877E-2,1.269335209E0
3.787405833E-1,1.181690306E-1,-1.622999954E-1,1.343570874E0
3.986385833E-1,4.952403816E-1,-7.223626828E-1,-5.264721876E-1
4.185375833E-1,8.018075594E-1,-1.294204001E0,-1.758739557E0
4.384355833E-1,1.447530860E0,-1.922563337E0,-1.649524679E0
4.583335833E-1,1.501916397E0,-2.227509082E0,-4.032082039E-1
4.782325833E-1,1.663141821E-1,-8.311542231E-1,1.516389425E0
4.981305833E-1,-1.088953649E0,-3.934766829E-1,4.892833114E-1
5.180295833E-1,-6.397298312E-1,-1.055615968E0,-1.034288249E0
5.379275833E-1,6.510536221E-1,-2.169953184E0,-1.914570193E0
5.578255833E-1,1.776271995E0,-2.594062845E0,-2.864048088E0
5.777245833E-1,1.717710668E0,-2.487747601E0,-1.693393414E0
5.976225833E-1,1.215012236E0,-2.926072428E0,-9.856487703E-1
6.175215833E-1,8.849591321E-1,-3.131417578E0,-3.528292370E0
6.374195833E-1,8.187902856E-1,-4.103770365E0,-5.630039538E0
6.573175833E-1,2.444350736E0,-4.027692242E0,-5.563915715E0
6.772165833E-1,-9.839770514E-1,-3.891702963E0,-3.535676234E0
6.971145833E-1,-4.007122030E0,-4.435311585E0,-8.918465674E-2
7.170135833E-1,-4.611339966E0,-3.386486281E0,2.510348259E0
7.369117500E-1,-1.953492184E0,-2.661836168E0,2.581683705E0
7.568097500E-1,1.044296343E0,-1.331469038E0,1.725958897E0
7.767087500E-1,1.677205397E0,-7.836143133E-1,1.011827340E0
7.966067500E-1,-6.221449149E-1,-1.049317201E-1,9.340049922E-2
8.165057500E-1,-3.255681143E0,-5.078716099E-2,-9.951352930E-1
8.364037500E-1,-4.454446891E0,8.344371423E-2,-1.173337376E-1
8.563017500E-1,-2.633257316E0,-3.558239762E-1,7.437330866E-1
8.762007500E-1,-1.610829560E0,-9.949534446E-2,1.150302855E0
8.960987500E-1,-1.775761387E0,1.423539734E-1,1.074924644E0
9.159967500E-1,-3.705372958E0,2.551637203E-1,1.744013929E0
9.358957500E-1,-5.370275813E0,1.212128389E0,2.144442952E0
9.557937500E-1,-4.888421389E0,1.364898593E0,2.052597812E0
9.756927500E-1,-4.392967511E0,1.157671516E0,2.063239160E0
9.955907500E-1,-4.533679002E0,1.334134929E0,1.476070242E0
1.015488750E0,-5.018596782E0,5.300205705E-1,1.886531917E0
1.035387750E0,-4.941431077E0,7.113284022E-1,1.571013529E0
1.055285750E0,-4.977848706E0,5.959239534E-1,1.942520176E0
1.075184750E0,-4.947488793E0,1.621897754E-1,1.821897672E0
1.095082750E0,-4.584095449E0,-5.638212776E-1,1.962994494E0
1.114980750E0,-4.134301309E0,-8.985936695E-1,1.745557010E0
1.134879750E0,-4.000291897E0,-4.961210454E-1,1.422845377E0
1.154777750E0,-2.607668731E0,-2.720858547E-1,1.110767199E0
1.174676750E0,-1.376394804E0,6.431030899E-2,4.976752353E-1
1.194574750E0,5.467871690E-1,7.957738906E-2,1.365383327E-2
1.214472750E0,1.870955812E0,-7.260399967E-2,4.549703881E-2
1.234371750E0,2.670642659E0,3.211483794E-1,8.226791225E-2
1.254269750E0,2.609589542E0,1.135362634E-1,3.805619377E-1
1.274168750E0,2.091058457E0,8.559736070E-1,1.140501167E0
1.294066750E0,2.793415477E0,9.433581984E-1,2.239153812E0
1.313965750E0,3.364018355E0,4.837408818E-1,2.849221303E0
1.333863750E0,3.247131929E0,2.339468059E-1,5.296828938E0
1.353761750E0,1.722924777E0,7.473136291E-1,4.047515765E0
1.373660750E0,-3.219412619E-1,7.093896116E-1,9.267111754E-1
1.393558750E0,-4.919806319E-1,5.397402509E-1,-1.743228064E0
1.413457750E0,-8.905139869E-1,-4.320627514E-1,1.985419151E0
1.433355750E0,-1.109421462E0,1.359310994E-1,1.635369154E0
1.453253750E0,1.215881717E-1,-6.315355432E-1,-3.540945160E-1
1.473152750E0,1.012297456E0,-5.161650082E-1,-2.107223231E-2
1.493050750E0,1.297271451E0,-2.165875921E-1,-4.834474247E-2
1.512949750E0,2.013869948E0,-8.497173786E-2,1.748633961E-1
1.532847750E0,1.678567214E0,-1.398940498E-1,6.599600279E-1
1.552746750E0,4.452800900E-1,4.297995865E-3,4.759516962E-1
1.572644750E0,-1.534385401E-1,-2.328133231E-1,-1.799691117E-1
1.592542750E0,-2.653550663E0,2.386979610E-2,8.528433001E-1
1.612441750E0,-1.667715951E0,5.714787912E-1,3.921633983E-1
1.632339750E0,-1.702770009E0,5.206664872E-1,5.221072412E-1
1.652238750E0,-1.348911721E0,1.725367159E-1,2.753640962E-1
1.672136750E0,-2.261176765E-1,-7.506985822E-1,-9.046005142E-1
1.692035750E0,1.019443338E0,-5.951880813E-1,-9.407585263E-2
1.711933750E0,2.100929727E0,-1.243775859E-1,2.721773819E-1
1.731832750E0,2.396655582E0,-3.776862770E-1,-7.376741286E-1
1.751730750E0,1.817364911E0,-4.183717883E-1,4.544398264E-1
1.771628750E0,-1.308693987E0,1.052314630E-1,7.631610453E-1
1.791527750E0,-1.106440551E0,-1.141920286E-1,8.371645761E-1
1.811425750E0,-1.506336308E-1,-4.826350272E-2,-2.118539786E-1
1.831324750E0,8.475416297E-1,2.682538819E-1,2.073036754E-1
1.851222750E0,1.433737278E-2,3.356561986E-1,1.026642064E-1
1.871121750E0,4.704962075E-1,7.119753966E-1,-2.928285599E-2
1.891019750E0,8.624426740E-1,8.743440968E-1,3.895451613E-3
1.910918750E0,1.166318963E0,5.931134892E-1,-1.878640223E-1
1.930816750E0,7.606467426E-1,1.919588274E-1,8.464429379E-2
1.950715750E0,5.131335193E-1,2.235832009E-1,1.438088337E-1
1.970613750E0,9.002583718E-1,4.647054175E-1,4.690718988E-1
1.990512750E0,1.368696944E0,-1.070607644E-1,6.922356351E-1
2.010410750E0,-3.108235415E0,-1.729306720E0,5.298560079E-1
2.030309750E0,-7.104127282E-1,-1.628189358E0,-1.185310135E0
2.050207750E0,-3.224616641E-1,-6.337487143E-1,2.218340246E-1
2.070106750E0,-7.449563241E-1,-8.760058755E-1,-1.014957866E-2
2.090004750E0,-1.139155138E0,-1.878099940E0,-3.337287005E-1
2.109903750E0,-1.373165971E-1,-1.495954576E0,1.212911332E-1
2.129801750E0,2.233538731E0,-8.791230261E-1,-4.685421411E-1
2.149700750E0,5.231907302E-1,9.497123677E-1,-9.552479267E-1
2.169598750E0,-1.222690800E0,1.670385205E0,1.574096181E0
2.189497750E0,-1.920405130E0,2.793199130E0,3.957325387E-1
2.209395750E0,-7.071634305E-1,1.595265441E0,2.401100636E-1
2.229294750E0,9.006518894E-1,1.082708457E0,-4.148611200E-1
2.249192750E0,5.043299514E-1,1.435689663E0,7.452747781E-2
2.269091750E0,-2.915211225E-1,3.644891113E-1,4.588333877E-1
2.288989750E0,-1.108269560E0,7.013267398E-2,1.761204743E-1
2.308888750E0,-6.440550166E-1,-4.469927394E-1,3.764437437E-3
2.328786750E0,2.714686811E-2,7.661027795E-1,4.008581349E-1
2.348685750E0,-9.010383904E-2,1.926195627E-1,1.787283325E-1
2.368583750E0,-1.687646770E-1,7.666787302E-1,4.194394168E-1
2.388482750E0,-1.993900537E-1,9.613448185E-1,8.523744265E-1
2.408380750E0,-1.059287435E-1,1.917120749E-1,2.365597073E-1
2.428279750E0,-3.510668278E-3,2.217784578E-1,-1.149017783E0
2.448177750E0,9.575985074E-1,4.359321463E-1,-9.266959727E-1
2.468076750E0,1.996543479E-1,1.079205975E0,-2.438150056E-2
2.487975750E0,-7.332993150E-3,-3.624911177E-1,5.804671311E-1
2.507873750E0,-3.698334664E-2,-2.169001257E0,4.717157905E-1
2.527772750E0,-1.156685383E0,-2.799056870E0,-5.798245221E-4
2.547670750E0,-1.403037642E0,-3.197608352E0,5.888122773E-1
2.567569750E0,-1.166772999E0,-1.197289910E0,-7.745104909E-2
2.587467750E0,-1.455455591E0,-1.583359340E0,2.307896018E-1
2.607366750E0,-5.831533420E-1,-4.558389920E-1,3.638724493E-1
2.627264750E0,2.725810846E0,3.591651630E0,-6.327598771E-1
2.647163750E0,9.439493519E-1,2.800942013E0,-1.557802769E-1
2.667062750E0,1.021146047E-1,1.631969583E0,1.272786820E0
2.686960750E0,-6.013981166E-1,-1.548987653E0,-9.144804083E-2
2.706859750E0,3.275671604E-1,-1.253753548E0,1.982977939E-1
2.726757833E0,-3.977767253E-1,-5.180212069E-1,3.084862339E-1
2.746656833E0,-2.594234169E-1,3.645715570E-1,2.141787585E-1
