Time (s),X (m/s^2),Y (m/s^2),Z (m/s^2)
5.505402600E-2,0.000000000E0,0.000000000E0,0.000000000E0
7.394965100E-2,-2.706135511E-1,-1.839876175E-1,2.836761475E-1
9.284522400E-2,-1.050047636E0,-1.122517586E0,7.167339325E-2
1.117408490E-1,-1.308942795E0,-1.787431240E0,-3.421278000E-1
1.306364220E-1,-1.097141027E0,-1.607271433E0,-8.213596344E-1
1.495320470E-1,-5.118932128E-1,-1.152730942E0,-1.869347572E0
1.684276200E-1,2.599924207E-1,-4.726259708E-1,-3.187447548E0
1.873232450E-1,5.264132023E-1,1.552042961E-1,-3.812420368E0
2.062188180E-1,7.147993445E-1,3.007817268E-1,-3.391693592E0
2.251144430E-1,7.955754995E-1,1.598830223E-1,-2.030234337E0
2.440100150E-1,3.985926211E-1,-1.748607159E-1,-7.590322495E-1
2.629056400E-1,-2.207055986E-1,-5.152966976E-1,3.940658569E-1
2.818012130E-1,-6.213254333E-1,-7.847440243E-1,1.384853363E0
3.006968380E-1,-5.924516916E-1,-7.711107731E-1,1.757330894E0
3.195924110E-1,-6.703197956E-1,-7.176256180E-1,1.051995277E0
3.384880360E-1,-6.703442335E-1,-6.705822945E-1,-6.823396683E-1
3.573836090E-1,-6.045112610E-1,-2.215712070E-1,-2.332586288E0
3.762792340E-1,-3.723707795E-1,3.727278709E-1,-2.923865795E0
3.951748070E-1,-1.865854859E-2,7.316689491E-1,-2.524629593E0
4.140704320E-1,2.839416862E-1,9.804999828E-1,-1.445427418E0
4.329660050E-1,5.069506764E-1,1.047052145E0,-4.512958527E-1
4.518616300E-1,5.101734400E-1,1.021522045E0,3.077096939E-1
4.707572550E-1,7.068244815E-1,3.895456791E-1,-1.326885223E-1
4.896528280E-1,2.858300507E-1,1.774721146E-1,-1.295129776E0
5.085484530E-1,1.372057348E-1,5.646400452E-1,-1.425487518E0
5.274438180E-1,9.387471676E-1,9.072539806E-1,-9.013271332E-1
5.463396510E-1,1.310882449E0,1.342493296E0,-7.655525208E-2
5.652352240E-1,1.728309631E0,1.495869875E0,6.027116776E-1
5.841308490E-1,2.268297672E0,1.073860168E0,1.015555382E0
6.030264220E-1,2.513815641E0,1.036615372E-1,5.742216110E-1
6.219220470E-1,2.720194101E0,-9.535162449E-1,-1.231537342E0
