Time (s),X (m/s^2),Y (m/s^2),Z (m/s^2)
7.139667500E-2,0.000000000E0,0.000000000E0,0.000000000E0
9.066370600E-2,1.123476028E-2,-3.955554962E-2,1.737999916E-2
1.099307380E-1,8.111476898E-2,2.285099030E-2,-5.370885134E-2
1.291977170E-1,5.820560455E-2,1.409530640E-1,-1.761241853E-1
1.484658420E-1,4.315662384E-2,5.815219879E-2,-2.142688036E-1
1.677319880E-1,6.258916855E-2,-2.566432953E-2,-1.016624272E-1
1.869990190E-1,1.886844635E-3,-7.660675049E-2,1.581227779E-2
2.062668310E-1,1.810312271E-2,4.529953003E-3,1.777603030E-1
2.255330290E-1,9.369277954E-2,2.633676529E-1,2.253255248E-1
2.447546440E-1,3.293895721E-1,4.280128479E-1,9.399485588E-2
2.640667790E-1,2.836155891E-1,2.060174942E-1,5.660951138E-2
2.833349040E-1,6.809377670E-2,-1.512327194E-1,2.212429047E-1
3.026011020E-1,-4.203329086E-1,-1.987113953E-1,6.452500820E-1
3.218673000E-1,-3.992009163E-1,-2.329196930E-1,9.088180065E-1
3.411079250E-1,-3.517403603E-1,-3.453197479E-1,6.222875118E-1
3.604013630E-1,-1.880326271E-1,-5.108537674E-1,1.456656456E-1
3.796691230E-1,-3.349239826E-1,-9.860219955E-1,1.930766106E-1
3.989084460E-1,1.042513847E-1,-6.975855827E-1,-3.420400620E-2
4.181577170E-1,2.886290550E-1,-2.353324890E-1,1.194083691E-1
4.374709980E-1,1.705107689E-1,-7.953834534E-2,-1.403112411E-1
4.567101650E-1,1.262130737E-1,-3.214187622E-1,3.303012848E-1
4.760049560E-1,6.783957481E-1,-1.262725830E0,1.773464680E-1
4.952257900E-1,-4.344942570E-1,6.145000458E-2,8.256309032E-1
5.145379770E-1,-6.355259418E-1,2.013578415E-1,7.447302341E-1
5.338060500E-1,-1.878819466E-1,-2.771787643E-1,6.085507870E-1
5.530268310E-1,1.355574131E-1,-6.321778297E-1,6.206886768E-1
5.723390190E-1,-1.296814442E0,-4.561891556E-1,5.586464405E-1
5.916060500E-1,-1.760522842E0,-6.201725006E-1,4.318616390E-1
6.108741750E-1,-9.385194778E-1,-5.622096062E-1,8.234915733E-1
6.301411020E-1,-1.048068523E0,-5.308141708E-1,5.695202351E-1
6.494068310E-1,-6.013393402E-2,-3.726425171E-1,9.828732014E-1
6.686752170E-1,5.246233940E-2,-5.805873871E-2,1.566824913E0
6.879414150E-1,7.094566822E-1,-1.109237671E0,2.201300144E0
7.072081860E-1,1.249619007E0,-1.973999977E0,1.755844116E0
7.264752170E-1,-6.853685379E-1,-1.328352451E0,4.581875801E-1
7.457006330E-1,-2.209994793E-1,-2.163671017E0,1.498946667E0
7.650092790E-1,5.083386898E-1,-2.096958637E0,1.700803995E0
7.842773520E-1,-3.985888958E0,-2.047968864E0,9.014055729E-1
8.035438630E-1,-1.509048343E0,-1.180519581E0,2.403994322E0
8.228109460E-1,-1.527471066E0,6.527633667E-1,2.254528999E-1
8.420773520E-1,-6.936571598E-1,4.462873459E0,-2.332837582E-1
8.613443830E-1,1.198834896E0,7.542958260E0,2.384891272E0
8.806116750E-1,1.381170273E0,3.686698914E0,1.786173582E0
8.998332900E-1,2.425755739E0,1.301962852E0,1.686710358E0
9.191003210E-1,2.003185034E0,-4.296264648E-1,1.397054672E0
9.383712060E-1,7.171821594E-1,3.048706055E-2,-1.478465199E0
9.576525610E-1,4.475021362E-1,1.959712029E0,-3.975920677E-1
9.769476650E-1,1.368539810E0,9.106779099E-1,-9.572923183E-1
9.961684460E-1,1.640392303E0,-1.368393421E0,-4.144945145E-1
1.015435477E0,1.721583366E0,-2.257724285E0,-6.595053673E-1
1.034747665E0,1.467943430E0,-1.925338745E0,-1.681274295E0
1.054014436E0,9.209375381E-1,-1.191927433E0,-2.686824799E0
1.073281779E0,9.237835407E-1,-7.250404358E-2,-3.139577389E0
1.092548758E0,4.666614532E-2,-1.610618114E0,-4.657276630E0
1.111815790E0,-3.289579153E-1,-3.247995377E-1,-2.877602577E0
1.131082821E0,-6.574463844E-2,3.858289719E-1,-2.413540363E0
1.150350738E0,-4.408917427E-1,-5.216302872E-1,-2.708718061E0
1.169618029E0,-3.491897583E-1,-2.445876122E0,-3.198442459E0
1.188885061E0,-5.486031771E-1,-1.917530060E0,-2.686337471E0
1.208150998E0,-7.643481493E-1,1.217406273E0,-1.121326685E-1
1.227419383E0,-2.136317253E0,3.607809067E0,-8.967577219E-1
1.246685113E0,-1.503715754E0,9.105195999E-1,-3.658350408E-1
1.265952092E0,-2.637178600E-1,-1.781099796E0,-2.145524323E-1
1.285219123E0,-5.754889250E-1,-7.128562927E-1,3.707453012E-1
1.304486467E0,-1.396236539E0,-2.861242294E-1,9.690258503E-1
1.323752717E0,-1.491090894E0,5.387887955E-1,1.661354303E-1
1.343021675E0,-1.649937391E0,-2.265777588E-1,3.320182562E-1
1.362242144E0,-1.419606924E0,-1.002940178E0,4.523514211E-1
1.381554383E0,-1.127250195E0,-3.043289185E-1,9.006322026E-1
1.400821415E0,-4.644910097E-1,1.358541489E0,1.174577713E0
1.420043290E0,5.236643553E-1,1.440785408E0,1.054928064E0
1.439310321E0,-1.297740579E0,3.497381210E-1,7.173423767E-1
1.458590842E0,-3.019537926E0,-3.781681061E-1,4.468837976E-1
1.477889540E0,-3.070929527E0,-8.539743423E-1,-3.539704680E-1
1.497111467E0,-7.019767761E-1,1.372777939E0,6.628443003E-1
1.516423706E0,-3.278563023E-1,2.798658371E0,7.999914885E-1
1.535690686E0,-1.476200819E-1,1.795999527E0,1.531818062E-1
1.554957508E0,-1.004422188E0,8.966073990E-1,5.436249971E-1
1.574224852E0,-1.613495588E0,5.422410965E-1,2.471181870E0
1.593491883E0,-1.817414761E0,3.221292496E0,9.070383906E-1
1.612760008E0,-1.281248450E0,3.843090057E0,9.815791249E-1
1.632025946E0,-4.060171127E0,1.508383751E0,-1.202732325E0
1.651292769E0,-3.415062666E0,4.844551086E-1,-3.343771458E0
1.670533081E0,-4.550057888E0,2.506819725E0,-4.804188728E0
1.689827092E0,1.346681118E0,3.292741776E-1,-4.310810089E0
1.709094123E0,-6.930176735E0,1.092005730E0,-1.003795743E0
1.728362300E0,-9.317518234E0,2.273152351E0,-7.946917057E0
1.747628290E0,-5.497524738E0,5.375217438E0,-4.456598282E0
1.766879800E0,4.180761337E1,-2.716794491E0,-2.651333809E-2
1.786161779E0,9.352836609E0,7.358205795E0,-2.390914202E0
1.805429123E0,9.107303619E-2,-1.415823936E0,-3.745421171E0
1.824695946E0,-6.538251877E0,-3.804387569E0,2.227936268E0
1.843964592E0,-4.774533510E-1,6.959018707E-1,-3.869671822E-1
1.863203029E0,-1.169364452E-1,1.718241692E0,-3.345903635E0
1.882497613E0,-8.772108555E-1,-1.183653831E0,-2.847835779E0
1.901719488E0,-2.258703232E0,-3.084475517E0,-2.601487875E0
1.920986571E0,-2.221656084E0,-4.806381226E0,-2.802668571E0
1.940548706E0,1.967425346E-1,-5.822991371E0,-3.059313059E0
1.959565321E0,1.917677164E0,-5.089661598E0,-3.458538055E0
1.978894592E0,2.088856936E0,-3.605592728E0,-2.988262415E0
1.998054800E0,1.163698912E0,-2.559830189E0,-5.660510063E-1
2.017321831E0,-1.825428009E-1,-1.338635921E0,1.131054878E0
2.036635113E0,-9.405776262E-1,-1.045559406E0,2.459611416E0
2.055901102E0,-1.211570024E0,-8.877854347E-1,2.321528912E0
2.075122977E0,-1.085381627E0,4.278898239E-1,2.363284588E0
2.094435217E0,-1.089089870E0,1.990668297E0,2.477209568E0
2.113702248E0,-3.835725784E-2,4.363496780E0,1.758814812E0
2.132969331E0,1.720754862E0,3.563942909E0,1.639684200E0
2.152236363E0,1.069608212E0,1.457921505E0,2.483411789E0
2.171503394E0,-1.086080074E-1,-8.495550156E-1,5.160691738E0
2.190771571E0,6.803431511E-1,-2.050117493E0,3.530770302E0
2.210037300E0,3.470460176E0,-2.303724289E-1,-9.502649307E-2
2.229304592E0,3.436022997E0,2.662007332E0,-3.879326344E0
2.248572769E0,2.806130648E0,4.243573189E0,-1.971781015E0
2.267838706E0,3.324239492E0,4.891002655E0,-4.578072548E0
2.287105790E0,7.602343559E-1,3.528165817E0,-7.648180485E0
2.306373394E0,5.233581066E-1,-3.817365170E0,5.429553986E-1
2.325639383E0,1.664789915E0,-5.418568611E0,-3.186205387E0
2.344906936E0,-1.770505548E0,1.523787498E0,-4.599335670E0
2.364173498E0,-3.226208687E0,5.391659737E0,-2.170458794E0
2.383440529E0,-1.730759740E0,3.130066872E0,-3.313531160E0
2.402662925E0,-4.634740353E-1,4.435987473E-1,-7.624068260E-1
2.421929956E0,1.259735584E0,-2.394098282E0,-2.060106277E0
2.441354540E0,1.814287901E0,-3.774328709E0,-2.068654060E0
2.460508706E0,1.216575384E0,-2.780391693E0,-9.905053377E-1
2.479731154E0,3.025269508E-1,-1.754434586E0,-1.006765604E0
2.499003342E0,-1.108050942E0,-1.178524971E0,8.873813152E-1
2.518269227E0,-2.531885862E0,-7.206983566E-1,8.820961714E-1
2.537577456E0,-2.956972837E0,-6.581630707E-1,-6.102225780E-1
2.556844540E0,-1.791516781E0,-9.777946472E-1,-6.273252368E-1
2.576111571E0,-7.470128536E-1,-1.466983318E0,1.653012753E0
2.595378654E0,-5.895788670E-1,-1.264013290E0,2.087506056E0
2.614645738E0,-5.675942898E-1,-4.185724258E-1,6.595585346E-1
2.633912769E0,-7.201033831E-1,5.784282684E-1,1.004788995E0
2.653179540E0,-1.822240472E0,1.272096634E-1,2.318552494E0
2.672446883E0,-1.856432080E0,4.281082153E-1,-4.329502583E-1
2.691713967E0,-1.097285151E0,1.110150337E0,8.918592930E-1
2.710980998E0,-1.408805966E0,1.607469559E0,3.927617073E-1
2.730248029E0,-9.869176149E-1,2.549313545E0,7.311109900E-1
2.749515113E0,-9.039368629E-1,2.725539207E0,1.604081869E0
2.768782144E0,-6.737346649E-1,2.916893959E0,2.315606833E0
2.788049227E0,1.168020725E0,3.308902740E0,4.203943014E-1
2.807316258E0,2.241156578E0,3.870517731E0,-6.165335178E-1
2.826582821E0,-1.333258152E-1,3.167857170E0,-1.300254226E0
2.845850373E0,-2.125216484E0,1.579844475E0,-4.538318634E0
2.865117404E0,-1.174352765E0,-1.125040054E-1,-5.042935848E0
2.884339331E0,1.112123251E0,-5.760812759E-1,-3.788717270E0
2.903651519E0,2.616780043E0,2.247722626E0,-9.410881400E-1
2.922873446E0,1.881875277E0,4.613236427E0,-1.025952101E-1
2.942263550E0,1.674438357E0,3.914067268E0,-2.056837082E0
2.961454071E0,1.692263246E0,2.246146202E0,-3.358147621E0
2.980692769E0,2.550528526E0,2.779630661E0,-2.179227829E0
2.999987925E0,4.172014713E0,2.688184738E0,3.828685284E-1
3.019211675E0,3.594262600E0,-2.883224487E-1,-2.167906761E-1
3.038480008E0,4.544229507E-1,-1.239875793E0,-1.403244019E0
3.057787977E0,-2.827712059E0,-2.410367012E0,-3.245200157E0
3.077055008E0,-3.338150024E0,-6.052856445E0,-4.732307911E0
