"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
1.986683333E-2,-2.669415474E-1,-1.463247061E0,-4.858026803E-1
3.976783333E-2,-7.495970130E-1,-2.300873756E0,-1.045771718E0
5.966854167E-2,-1.285823941E0,-3.464380741E0,-1.531957507E0
7.956954167E-2,-1.616590619E0,-4.807426453E0,-1.393547773E0
9.947054167E-2,-1.651529312E0,-5.478942871E0,-4.620865881E-1
1.193715417E-1,-1.799979091E0,-4.573205471E0,3.997333944E-1
1.392725417E-1,-2.182439327E0,-3.485210180E0,6.432994604E-1
1.591735417E-1,-2.306574345E0,-2.498149633E0,-1.836778782E-2
1.790745417E-1,-1.721717000E0,-1.394874096E0,-6.518772840E-1
1.989755417E-1,-9.510068297E-1,-3.238638341E-1,-7.992655635E-1
2.188765417E-1,4.490031302E-2,-2.181325853E-1,-5.268489718E-1
2.387775417E-1,1.016878605E0,-4.358592331E-1,-2.269174159E-1
2.586785417E-1,1.664096355E0,-2.243863940E-1,-2.054730952E-1
2.785795417E-1,2.105366945E0,-5.007883310E-1,1.470101923E-1
2.984805417E-1,2.132210493E0,-1.468824148E0,1.404233873E-1
3.183815417E-1,1.592207313E0,-2.622437716E0,-2.355485857E-1
3.382825417E-1,7.877647281E-1,-3.583386421E0,-6.777043343E-1
3.581835417E-1,1.104372218E-1,-4.502147198E0,-1.104048610E0
3.780845417E-1,-4.628825486E-1,-5.058072090E0,-1.388985991E0
3.979855417E-1,-1.205046296E0,-5.157514095E0,-1.436034322E0
4.178865417E-1,-2.091024876E0,-5.128848076E0,-1.425236583E0
4.377875417E-1,-2.968947411E0,-5.340325356E0,-1.565463781E0
4.576885417E-1,-3.784805775E0,-5.827612877E0,-1.760073662E0
4.775895417E-1,-4.258295536E0,-6.298622608E0,-1.886329770E0
4.974905417E-1,-4.165346146E0,-6.126635075E0,-2.147377729E0
5.173915417E-1,-2.620660782E0,-4.139975548E0,-1.931592226E0
5.372925417E-1,-1.060532808E0,-3.485015392E0,-1.597504139E0
5.571925417E-1,2.443719357E-1,-2.391731262E0,-1.233166218E0
5.770935417E-1,7.164043188E-1,-1.534772158E0,-1.011926413E0
5.969945417E-1,4.963171184E-1,-1.427987576E0,-5.441264510E-1
6.168955417E-1,8.831468225E-2,-2.047988892E0,2.405657247E-2
6.367965417E-1,-8.861028552E-1,-2.825784922E0,-3.741851449E-1
6.566975417E-1,-2.097377062E0,-3.696652651E0,-7.210729718E-1
6.765985417E-1,-2.862035275E0,-4.030574799E0,-2.427538186E-1
6.964995417E-1,-3.060533762E0,-3.800162792E0,4.946012497E-1
7.164005417E-1,-2.860556364E0,-3.687933445E0,1.002739429E0
7.363005417E-1,-2.670808077E0,-3.709304333E0,1.121597171E0
7.562015417E-1,-2.532805920E0,-3.598386049E0,8.868156075E-1
7.761025417E-1,-2.072755337E0,-3.232856512E0,6.639071107E-1
7.960035417E-1,-1.431992173E0,-2.695608139E0,2.314909995E-1
8.159045417E-1,-7.124236226E-1,-1.981635690E0,-2.504589260E-1
8.358055417E-1,-1.521201134E-1,-1.676996589E0,-3.752299845E-1
8.557055417E-1,5.402509868E-2,-1.510295987E0,-2.893412672E-2
8.756065417E-1,1.237475052E-1,-1.395723343E0,2.669378817E-1
8.955075417E-1,2.220018506E-1,-9.940700531E-1,3.680369854E-1
9.154085417E-1,1.391180903E-1,-6.827767491E-1,4.961884022E-1
9.353095417E-1,-3.016040623E-1,-5.946803093E-1,6.575836539E-1
9.552105417E-1,-7.867835760E-1,-8.792952895E-1,5.915074944E-1
9.751105417E-1,-1.239800334E0,-1.306917071E0,4.333878458E-1
9.950115417E-1,-1.894585848E0,-9.596829414E-1,-5.322635174E-1
1.014912542E0,-2.966789484E0,-1.233519435E0,-1.671908736E0
