"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
4.241450000E-2,-7.911647558E-1,-3.894518912E-1,-9.528519958E-2
6.231150000E-2,-1.096491337E0,-4.004301727E-1,-1.709269583E-1
8.220850000E-2,-1.173351526E0,-7.708482146E-1,-2.346230745E-1
1.021055000E-1,-1.313423872E0,-1.084886789E0,-3.988883495E-1
1.220025000E-1,-1.430968761E0,-8.654693961E-1,-4.173090756E-1
1.418995000E-1,-1.133309722E0,-5.793201923E-1,-5.499995947E-1
1.617965000E-1,-7.389256954E-1,-6.617820859E-1,-5.559525490E-1
1.816935000E-1,-3.864809275E-1,-1.287692666E0,-7.686039209E-1
2.015895000E-1,-1.732263267E-1,-2.489796162E0,-1.404453993E0
2.214865000E-1,-2.003535926E-1,-3.520137310E0,-2.171118021E0
2.413835000E-1,-6.214038134E-1,-3.848220825E0,-2.545495272E0
2.612805000E-1,-1.117420077E0,-3.286789417E0,-2.233203888E0
2.811775000E-1,-1.363328099E0,-2.775117636E0,-1.857232928E0
3.010745000E-1,-1.467328072E0,-2.690694809E0,-1.896381974E0
3.209715000E-1,-1.518454790E0,-2.577431917E0,-2.285626650E0
3.408675000E-1,-1.540011048E0,-2.549967527E0,-2.721367121E0
3.607645000E-1,-1.576791167E0,-2.546269655E0,-2.710111618E0
3.806615000E-1,-1.637364626E0,-2.202209234E0,-2.129998684E0
4.005585000E-1,-1.607800245E0,-2.100658178E0,-1.239507198E0
4.204555000E-1,-1.329949260E0,-2.245771170E0,-5.423434973E-1
4.403525000E-1,-1.062604308E0,-2.417551994E0,-5.349741578E-1
4.602485000E-1,-9.077830315E-1,-2.221117973E0,-1.030979872E0
4.801455000E-1,-9.164174795E-1,-2.432363510E0,-1.357513309E0
5.000425000E-1,-9.332239628E-1,-2.952691078E0,-1.386861801E0
5.199395000E-1,-6.995047927E-1,-3.048925161E0,-1.311176777E0
5.398365000E-1,-2.565160990E-1,-2.801467419E0,-1.258448005E0
5.597335000E-1,8.584750816E-3,-2.593081474E0,-1.173838973E0
5.796305000E-1,9.159272164E-2,-2.522244692E0,-1.004751444E0
5.995265000E-1,1.568719447E-1,-2.667326689E0,-9.616540074E-1
6.194235000E-1,3.997079134E-1,-2.638181925E0,-1.014161468E0
6.393205000E-1,4.388504624E-1,-2.733125448E0,-1.023346424E0
6.592175000E-1,2.901203930E-1,-2.733904600E0,-7.725563049E-1
6.791145000E-1,8.388681710E-2,-2.908492804E0,-4.313630760E-1
6.990115000E-1,3.642459214E-2,-2.759401321E0,-1.889127493E-1
7.189075000E-1,1.715758815E-2,-2.277993441E0,-1.281504482E-1
7.388045000E-1,-4.934742674E-2,-2.021629810E0,5.604600161E-2
7.587015000E-1,-1.677196771E-1,-2.048791170E0,4.579930902E-1
7.785985000E-1,-2.723059356E-1,-2.190257311E0,9.546399713E-1
7.984956250E-1,-4.824426472E-1,-2.327233553E0,1.247551203E0
8.183926250E-1,-8.849998713E-1,-2.260399580E0,1.217321277E0
8.382886250E-1,-1.056582928E0,-1.879762530E0,8.864377737E-1
8.581856250E-1,-9.602714181E-1,-1.296306372E0,4.340610504E-1
8.780826250E-1,-9.508490562E-1,-1.140946507E0,1.975701600E-1
8.979796250E-1,-7.866389751E-1,-8.892109990E-1,-1.499813795E-1
9.178766250E-1,-6.241750717E-1,-7.123988867E-1,-6.167260408E-1
9.377736250E-1,-5.590857267E-1,-4.760815203E-1,-9.500740767E-1
