Time (s),X (rad/s),Y (rad/s),Z (rad/s)
1.650710010E-1,1.496575773E-1,6.024480984E-2,8.017370477E-3
1.843386050E-1,1.637070626E-1,5.230379477E-2,2.084516361E-2
2.036038140E-1,1.893626451E-1,2.053973824E-2,4.283566400E-2
2.228717830E-1,1.801999360E-1,9.544488043E-3,6.421531737E-2
2.421371990E-1,1.203369126E-1,-3.626905754E-2,6.299362332E-2
2.614038140E-1,9.162709117E-3,-1.639361382E-1,-4.634803534E-2
2.806703760E-1,-1.197260618E-1,-2.054737508E-1,-2.381540686E-1
2.999369390E-1,3.359659761E-2,-1.370588541E-1,-8.910734206E-2
3.192045950E-1,1.661504507E-1,-1.733279042E-2,3.061871976E-2
3.384700640E-1,1.197260618E-1,-5.948125198E-2,4.283566400E-2
3.577377720E-1,-4.886778072E-3,-2.268534005E-1,-3.107685409E-2
3.770031890E-1,-1.698155403E-1,-4.070533514E-1,-2.577011883E-1
3.962698030E-1,-1.722589284E-1,-4.107184112E-1,-2.821350694E-1
4.155363660E-1,-5.131116882E-2,-3.624614775E-1,-2.858001590E-1
4.348029280E-1,-8.002099395E-2,-5.218926072E-1,-5.038726330E-1
4.540694910E-1,-8.796200156E-2,-4.644729793E-1,-3.084014952E-1
4.733360530E-1,-9.773556143E-3,-2.415137291E-1,-1.752368063E-1
4.926026160E-1,1.136175916E-1,-1.016297117E-1,-1.459161341E-1
5.118691780E-1,2.351761907E-1,2.542651631E-2,-1.563005447E-1
5.311357410E-1,3.255815804E-1,3.705552220E-1,-4.867689013E-1
5.504023550E-1,4.605788291E-1,8.347991109E-1,-8.025769591E-1
5.696699080E-1,4.935645759E-1,6.747571826E-1,-3.010713458E-1
5.889354800E-1,2.522799075E-1,2.508291602E-1,-2.931303382E-1
6.082020430E-1,-3.481829539E-2,-2.771719359E-2,-6.516976953E-1
6.274686050E-1,-4.062134326E-1,-1.651578248E-1,-8.844304681E-1
6.467351680E-1,-9.590302110E-1,-6.458946466E-1,-1.071349740E0
6.660017830E-1,-2.706053257E-1,-5.249468684E-1,-1.632794738E0
6.852683970E-1,9.755994081E-1,9.252045155E-1,-1.770235300E0
7.045349080E-1,1.051344514E0,8.176954389E-1,-1.276594400E0
7.238014700E-1,8.649597168E-1,-1.058827400E0,-7.158366442E-1
7.430691780E-1,1.053787827E0,-4.223245382E-1,-5.240305662E-1
7.623346470E-1,1.100212216E0,5.257104039E-1,-9.278006554E-1
7.816009490E-1,7.281299233E-1,3.357369304E-1,-3.169533610E-1
8.008677720E-1,5.296045542E-1,-2.344126441E-2,-1.091889478E-2
8.201343870E-1,4.972296655E-1,7.711946499E-3,-1.641651988E-2
8.394006890E-1,3.622324169E-1,6.696412712E-2,1.155264899E-1
8.586256890E-1,3.280249834E-1,-5.887040496E-2,1.906607002E-1
8.779338140E-1,3.127537966E-1,-4.088858962E-1,4.527905211E-2
8.972006890E-1,4.245388508E-1,-6.232932806E-1,-5.245650932E-2
9.164682930E-1,5.503733754E-1,-6.593332887E-1,-4.207210615E-2
9.357338660E-1,5.809157491E-1,-7.179746032E-1,-1.379751265E-1
9.550015220E-1,6.132906675E-1,-7.240830660E-1,-2.210503519E-1
9.742669910E-1,5.680879354E-1,-6.886539459E-1,-2.748049200E-1
9.935336050E-1,4.611896873E-1,-7.546254396E-1,-2.338781506E-1
1.012801262E0,2.767138183E-1,-7.778376341E-1,-2.729723752E-1
1.032066730E0,1.343863904E-1,-7.967739105E-1,-2.827459276E-1
1.051333345E0,2.687728032E-2,-6.868214011E-1,-3.084014952E-1
1.070599908E0,-1.130067408E-1,-4.247679114E-1,-2.888543904E-1
1.089867564E0,-2.803788781E-1,8.322793990E-3,-1.043785289E-1
1.109133085E0,-3.249707520E-1,1.634780020E-1,2.132620513E-1
1.128400689E0,-7.091936469E-1,5.898494124E-1,3.152735531E-1
1.147666262E0,-1.179545999E0,6.368846297E-1,1.106397063E-1
1.166933970E0,-1.698766232E0,8.097543716E-1,1.692810506E-1
1.186200480E0,-1.948679090E0,1.278961420E0,2.890070975E-1
1.205466001E0,-2.335345507E0,1.590493560E0,2.370850891E-1
1.224732668E0,-2.759273529E0,1.365090966E0,1.924932450E-1
1.243999126E0,-2.696356058E0,1.320499063E0,2.945047319E-1
1.263224178E0,-2.292586088E0,1.774358630E0,3.641413152E-1
1.282532303E0,-2.116051197E0,2.327786207E0,3.012240529E-1
1.301798918E0,-2.013428926E0,2.641761780E0,2.719033957E-1
1.321065480E0,-1.733049989E0,2.580066204E0,3.274904788E-1
1.340332043E0,-1.626075387E0,2.364437103E0,3.849101365E-1
1.359599751E0,-1.536280870E0,2.358939409E0,3.739148676E-1
1.378865220E0,-1.321262598E0,2.473778725E0,3.653630316E-1
1.398132876E0,-9.608627558E-1,2.463394165E0,4.038463831E-1
1.417398397E0,-6.139014959E-1,2.118876457E0,4.802022874E-1
1.436666053E0,-3.842229247E-1,1.717549801E0,5.211290717E-1
1.455932616E0,-1.374406368E-1,1.449387789E0,5.461738110E-1
1.475198397E0,1.093416587E-1,1.010188699E0,5.443412662E-1
1.494464699E0,3.500154912E-1,5.727456808E-1,4.783697724E-1
1.513731262E0,4.776825607E-1,1.085017473E-1,4.282802939E-1
1.532997876E0,5.210527182E-1,-3.160370886E-1,3.427616656E-1
1.552264439E0,4.886777997E-1,-6.544464827E-1,1.405712217E-1
1.571532095E0,4.025483429E-1,-7.088118792E-1,-5.306735635E-2
1.590797616E0,3.445178568E-1,-5.188384056E-1,-1.905079931E-1
1.610063918E0,1.728697717E-1,-1.672194339E-2,-2.467059344E-1
