Time (s),X (m/s^2),Y (m/s^2),Z (m/s^2)
6.540358100E-2,-2.227396488E0,1.781559706E0,-6.053781509E-1
8.540158100E-2,-2.111249924E0,1.764189243E0,-6.066598892E-1
1.053975810E-1,-1.956804752E0,1.834576607E0,-6.422414780E-1
1.253945810E-1,-1.859670043E0,1.925268173E0,-6.802568436E-1
1.453919140E-1,-1.830781937E0,1.981461287E0,-7.018260956E-1
1.653889140E-1,-1.885992050E0,1.984129429E0,-7.008695602E-1
1.853861140E-1,-1.961222887E0,1.955180407E0,-6.871519089E-1
2.053834470E-1,-1.962652683E0,1.937100410E0,-6.804370880E-1
2.253810180E-1,-1.839098573E0,1.931741714E0,-6.833496094E-1
2.453783930E-1,-1.672687769E0,1.920048952E0,-6.829824448E-1
2.653758370E-1,-1.533028960E0,1.846078634E0,-6.562347412E-1
2.853733370E-1,-1.430269122E0,1.693719149E0,-5.962963104E-1
3.053707000E-1,-1.376438022E0,1.477890253E0,-5.063991547E-1
3.253681160E-1,-1.340829968E0,1.240635395E0,-4.006767273E-1
3.453655770E-1,-1.310574770E0,1.032131195E0,-3.013572693E-1
3.653630770E-1,-1.326688528E0,8.451766968E-1,-2.081623077E-1
3.853604770E-1,-1.391253948E0,6.283264160E-1,-9.457874298E-2
4.053579140E-1,-1.534324765E0,3.444452286E-1,6.535434723E-2
4.253553840E-1,-5.747460723E-1,-1.781270981E0,-3.087606430E0
4.453528840E-1,-8.865593076E-1,-1.062546253E0,-2.830221653E0
4.653503050E-1,-1.112791061E0,-8.171319962E-1,-1.231661797E0
4.853477550E-1,-1.640548229E0,-5.703964233E-1,7.248258591E-1
5.053452310E-1,-1.349165440E0,2.097373009E-1,2.260192871E0
5.253426400E-1,-7.583688498E-1,1.331384182E0,2.448504448E0
5.453400740E-1,-9.823014736E-1,1.705121040E0,1.615891457E0
5.653375320E-1,-2.019529819E0,9.587850571E-1,1.081108570E0
5.853350120E-1,-2.528672218E0,4.389877319E-1,1.322721958E0
6.053324350E-1,-2.246002674E0,-5.958328247E-1,2.139165401E0
6.253299160E-1,-3.731645823E0,1.081800461E-1,1.968133450E0
6.453274160E-1,-4.422767639E0,4.218721390E-2,3.143223286E0
6.653248640E-1,-6.786175251E0,1.597253323E0,1.813536644E0
6.853223300E-1,-3.293781519E0,1.708396435E0,1.063186169E0
7.053198630E-1,-2.761705875E0,2.238382339E0,1.681685448E0
7.253173960E-1,-2.429435730E0,2.259073257E0,1.474252224E0
7.453148620E-1,-2.427284241E0,2.412453175E0,2.359782696E0
7.653123950E-1,-1.897792578E0,2.035156250E0,3.499674797E0
7.853099280E-1,-1.848449707E0,1.634103298E0,3.316650391E0
8.053073940E-1,-1.959142447E0,1.291978836E0,2.355459213E0
8.253048270E-1,-1.825373769E0,6.545238495E-1,2.416102886E0
8.453023600E-1,-1.890918732E0,7.104239464E-1,2.715533257E0
8.652999260E-1,-2.205101252E0,1.057448387E0,2.999404430E0
8.852974920E-1,-2.136004448E0,1.199285030E0,2.600305557E0
9.052951250E-1,-2.154161930E0,1.077548027E0,1.204823971E0
9.252927580E-1,-2.225160360E0,7.936267853E-1,1.126667500E0
9.452903910E-1,-1.997216105E0,5.463867188E-1,1.527219772E0
9.652879570E-1,-1.180764198E0,6.722278595E-1,2.044083118E0
9.852849570E-1,-9.414496422E-1,5.932140350E-1,1.043300152E0
1.005282590E0,-1.778743505E0,9.230642319E-1,1.087712288E0
1.025280156E0,-1.225290656E0,6.277246475E-1,3.018617630E-2
1.045311056E0,-7.180103660E-1,5.899295807E-1,-1.070536137E0
1.065375356E0,-9.461336136E-1,6.341161728E-1,-8.386769295E-1
1.085472922E0,-1.776162148E0,1.048479080E0,5.796833038E-1
1.105603822E0,-1.009713411E0,1.383180618E-1,1.374512196E0
1.125768122E0,-4.067242742E-1,-8.831934929E-1,6.101474762E-1
1.145965688E0,-3.119486570E-1,-8.939452171E-1,-5.592937469E-1
1.166163254E0,4.532235861E-2,-9.971432686E-1,-2.758722305E-1
1.186394154E0,-1.424689412E0,-1.502874851E0,-1.757781029E0
1.206625054E0,-1.533959150E0,-1.365525246E0,-3.141290188E0
1.226889254E0,-3.940282762E-1,-8.104219437E-1,-1.080831051E0
1.247153487E0,-1.372870684E0,-1.884637833E0,-1.375730515E0
1.267417787E0,-4.973191023E-1,-2.025264740E0,-1.252179146E0
1.295138695E0,3.811330795E-1,-4.803566933E-1,-1.919579506E0
1.315402928E0,4.319620132E-1,7.389640808E-1,-1.041055679E0
1.335667161E0,7.054983377E-1,1.757929802E0,3.709301949E-1
1.355931394E0,-5.295606852E-1,4.833536148E-1,2.002000809E-1
1.376195627E0,-1.425577521E0,3.097367287E-1,2.029848099E-2
1.396459860E0,-1.812620163E0,-1.669092178E0,-1.252884865E0
1.416724160E0,-2.238719940E0,1.160238266E0,-5.243172646E-1
1.436988393E0,-1.455782413E0,1.462489128E0,2.766775131E0
1.457252593E0,-1.480444908E0,8.994197845E-2,3.699613571E0
1.477516759E0,-2.803709030E0,-8.694171906E-2,1.869865894E0
1.497780859E0,-2.756424904E0,2.929267883E-1,-3.468208313E-1
1.518044959E0,-2.215118408E0,5.326538086E-1,-1.131381989E0
1.538309059E0,-1.597284079E0,6.886482239E-3,-7.453315258E-1
1.558573159E0,-1.690701008E0,-1.298252583E0,-9.212760925E-1
1.575102695E0,-2.105429173E0,-2.993948936E0,2.311809063E-1
1.595367428E0,-1.723585844E0,-2.773898602E0,-6.486463547E-1
1.615664861E0,-4.406473637E-1,-3.258209229E-1,-3.225326538E0
1.635995627E0,-2.811972141E0,-3.073978901E0,-2.060251951E0
1.656326427E0,4.862205982E-1,7.374048233E-1,-3.101829767E0
1.676657227E0,-1.053272843E0,-1.465246201E0,-2.805555344E0
1.696988027E0,-9.796446562E-1,-3.239308357E0,-6.631284356E-1
