"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
4.241450000E-2,7.838885477E-1,-9.655787873E-1,-2.046525478E-2
6.231150000E-2,6.001374570E-1,-8.837025654E-1,-5.930187643E-2
8.220850000E-2,1.054053592E0,-1.347373903E-1,8.843212008E-1
1.021055000E-1,1.004294079E0,1.703995585E-1,7.848355043E-1
1.220025000E-1,5.060940564E-2,4.292897093E-1,-5.781019324E-1
1.418995000E-1,6.512780821E-1,9.735713464E-1,-5.529805398E-1
1.617965000E-1,5.098976701E-2,5.515491414E-1,-3.337608236E-1
1.816935000E-1,-2.503336278E-1,-4.303743678E-1,-8.140862006E-1
2.015895000E-1,8.802345818E-1,-1.600903911E0,-6.978944242E-1
2.214865000E-1,1.622968964E0,-2.136169726E0,-1.025502223E0
2.413835000E-1,2.565977499E-1,-1.050849318E0,-2.439106368E0
2.612805000E-1,-2.581124126E0,5.846011126E-1,-2.868875549E0
2.811775000E-1,-2.549335154E0,5.667238355E-2,-1.922997200E0
3.010745000E-1,-5.432747465E-1,-1.373564166E0,-1.091661714E0
3.209715000E-1,1.030849501E0,-1.031646477E0,-1.246360914E0
3.408675000E-1,1.142891509E0,-1.105815484E0,-1.261325108E0
3.607645000E-1,-4.310608310E-1,-8.413751560E-1,-1.409254986E0
3.806615000E-1,-2.282255685E0,8.426334769E-1,-1.621185563E0
4.005585000E-1,-3.207976050E0,1.706054390E0,-1.231123654E0
4.204555000E-1,-2.686872483E0,1.129282115E0,-5.733165711E-1
4.403525000E-1,-6.154419592E-1,-3.754391921E-1,-6.223653549E-1
4.602485000E-1,7.069397745E-1,-1.407483864E0,-2.473424846E0
4.801455000E-1,4.853101283E-1,-1.665886357E0,-1.410078274E0
5.000425000E-1,1.125875527E-1,-1.594889465E0,-1.407213723E0
5.199395000E-1,2.211545599E-1,-1.690844613E0,-1.120128883E0
5.398365000E-1,3.574560803E-1,-1.635737529E0,-8.591296417E-1
5.597335000E-1,1.090300482E0,-1.174963487E0,-4.324700099E-1
5.796305000E-1,8.076092398E-1,-9.091572493E-1,-3.580513269E-1
5.995265000E-1,7.784620392E-1,-1.244806139E0,-3.285901308E-1
6.194235000E-1,1.542255753E0,-1.574148806E0,3.479730660E-1
6.393205000E-1,1.713655186E0,-1.305997835E0,9.308153361E-1
6.592175000E-1,9.494966054E-1,-8.605037373E-1,6.706487381E-1
6.791145000E-1,5.182094872E-1,-7.064179105E-1,4.932477236E-1
6.990115000E-1,1.205271360E0,-1.161647623E0,5.372731644E-1
7.189075000E-1,2.401420478E0,-2.955130166E-1,3.371171254E-1
7.388045000E-1,2.421074724E0,-3.223394573E-2,1.356630922E0
7.587015000E-1,1.374360557E0,-3.833019429E-1,1.161883704E0
7.785985000E-1,3.894520444E-1,-4.569014311E-1,1.155447235E0
7.984956250E-1,2.812808937E-1,-3.441986883E-1,1.450534574E0
8.183926250E-1,1.477189107E0,-3.489787871E-1,1.432187035E0
8.382886250E-1,2.422756968E0,-4.729152006E-1,1.410177677E0
8.581856250E-1,3.136778598E0,3.735025942E-1,2.553283778E0
8.780826250E-1,1.755249939E0,-2.795963109E-2,2.239256723E0
8.979796250E-1,1.944333690E0,5.243508178E-1,2.097316732E0
9.178766250E-1,1.973951007E0,8.673900032E-1,2.378211125E0
9.377736250E-1,1.992096087E0,1.088456855E0,1.687078421E0
9.576696250E-1,2.076567888E0,4.096699619E-1,1.740036653E0
9.775666250E-1,1.216649457E0,-3.317873883E-1,1.819231342E0
9.974636250E-1,5.226486933E-1,-1.427215878E0,1.668401830E0
1.017360625E0,1.956783582E0,1.011930835E-1,1.822771246E0
1.037257625E0,-1.080401146E0,8.319050056E-1,2.190787252E-1
1.057154625E0,-8.851743096E-1,1.533237593E0,4.976845177E-1
1.077050625E0,-1.100063578E0,4.367799926E-1,5.141361706E-1
1.096947625E0,1.368915045E0,-1.491786681E0,1.353742982E-1
1.116844625E0,-3.962967950E-1,-2.614518160E-1,3.357126242E-1
1.136741625E0,-4.629609007E-1,-1.612408893E0,-2.224964228E-1
1.156638625E0,1.135391285E0,1.047532192E0,-2.252183747E-1
1.176535625E0,-3.444232213E-1,4.907544708E-1,7.669722605E-1
1.196431625E0,4.205317497E-1,9.865878332E-1,1.010456167E0
1.216328625E0,2.251879692E-1,1.001101792E-2,4.088033680E-1
1.236225625E0,-8.549874741E-1,-8.312039244E-1,-1.014780183E0
1.256122625E0,-6.437135392E-1,-1.146898606E0,-4.920010972E-1
1.276019625E0,-5.501937568E-2,-6.687934166E-1,-5.064495671E-1
1.295915625E0,1.138893183E0,-6.446350604E-1,-1.060187906E0
1.315812625E0,1.930543617E0,-7.384103662E-1,-1.039416257E0
1.335709625E0,2.073360690E0,-6.734770364E-1,-9.943026495E-1
1.355606625E0,2.469432952E0,-5.436729419E-1,-1.070219389E0
1.375503625E0,2.945729597E0,-9.216521645E-1,-6.446672201E-1
1.395400625E0,2.398527861E0,-8.352121907E-1,-8.826230963E-1
1.415296625E0,2.592963569E0,-5.837059039E-1,1.239644071E-1
1.435193625E0,1.979305303E0,-9.021224642E-1,5.482361090E-1
1.455090625E0,4.621335196E-1,-7.951002914E-1,7.176406176E-1
1.474987625E0,-6.879021174E-1,-6.223483980E-1,1.138908824E0
1.494884625E0,-7.907604879E-1,-5.187427533E-1,1.491455436E0
1.514781625E0,-7.283350289E-2,-5.955342364E-1,1.560711905E0
1.534677625E0,-2.716471966E0,3.053245860E0,1.172067361E0
1.554574625E0,-2.333242528E0,4.892694535E0,4.487357944E0
1.574471625E0,-4.354491663E-1,8.642377692E-1,1.174128943E0
1.594368625E0,2.529218978E-1,-2.022651297E-1,1.594069101E0
1.614265625E0,1.628764139E0,-3.569479573E-1,1.567257424E0
1.634162625E0,1.727165177E0,-1.182084226E0,1.279356898E0
1.654059625E0,1.015133355E0,-1.805324324E0,7.829912925E-1
1.673955625E0,9.845126563E-1,-1.871738754E0,-5.689679968E-1
1.693852625E0,1.261081864E0,-1.394422939E0,5.104911625E-3
1.713749625E0,3.267383176E-1,-1.026999695E0,-2.760505593E-1
1.733646625E0,-1.034714511E0,-4.943931931E-1,3.747762640E-1
1.753543625E0,-1.890005456E0,5.060747606E-1,1.205898035E0
1.773440625E0,-2.316192632E0,7.345243067E-1,1.546827253E0
1.793336583E0,-1.360062945E0,8.701867265E-1,6.392738946E-1
1.813233583E0,1.379685616E-1,-3.035611242E-1,5.099134576E-1
1.833130583E0,2.206423438E-1,-3.941824418E-1,-5.372879286E-1
1.853027583E0,1.286360546E0,-2.520395529E-1,-5.894377832E-1
1.872924583E0,9.020376796E-1,5.933076167E-1,1.422813217E-1
1.892821583E0,7.928608078E-1,-1.404279006E-1,7.867488594E-1
1.912717583E0,5.371608979E-1,-3.832235903E-1,-5.467380524E-2
1.932614583E0,2.409029460E-1,-2.775351673E-1,3.048245613E-1
1.952511583E0,-3.367557675E-1,-1.263419580E-1,3.674122806E-1
1.972408583E0,-6.571726602E-1,-4.201721460E-1,-7.143764095E-1
1.992305583E0,-2.452544439E-1,-9.261042345E-1,-4.418296480E-1
2.012202583E0,2.806780457E-2,-1.096883277E0,6.569566056E-2
2.032098583E0,-5.871206778E-1,-4.538287193E-1,4.980025332E-1
2.051995583E0,-1.198302063E0,6.292393416E-1,5.425375588E-1
2.071892583E0,-1.340244977E0,4.497479475E-1,1.127806277E0
2.091789583E0,-1.154539747E0,6.332785982E-1,1.110029426E0
2.111686583E0,-1.406495100E-1,-1.672303677E-2,7.540753493E-1
2.131583583E0,1.105851737E0,-9.903487623E-1,-5.962698162E-4
2.151480583E0,1.935486853E0,-9.972671878E-1,-6.344217288E-1
2.171376583E0,2.052938704E0,-1.154311706E0,-2.388590518E-1
2.191273583E0,3.595932376E-1,-4.066808653E-1,-2.795786230E-1
