"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
3.490625000E-3,2.512710690E-1,-8.923723102E-1,-1.515865922E0
2.338862500E-2,-3.600731194E-1,-1.308591843E0,-1.415476441E0
4.328662500E-2,-1.151533127E0,-1.699148059E0,-1.545644522E0
6.318462500E-2,-1.675834298E0,-2.271729946E0,-1.960929751E0
8.308262500E-2,-1.635935783E0,-3.191642046E0,-2.469284058E0
1.029806250E-1,-8.191575408E-1,-4.613940239E0,-2.587151527E0
1.228786250E-1,1.310954988E-2,-5.171391487E0,-2.699228764E0
1.427766250E-1,-1.893654764E-1,-5.037402153E0,-2.461878061E0
1.626736250E-1,-1.873930097E0,-4.582319736E0,-1.701142192E0
1.825716250E-1,-2.430669069E0,-4.834432125E0,-6.565955281E-1
2.024696250E-1,-1.616963506E0,-3.971858263E0,-5.791803598E-1
2.223676250E-1,-8.655186892E-1,-2.397529840E0,-7.131359577E-1
2.422656250E-1,-3.148754537E-1,1.954333782E-1,-5.429617167E-1
2.621636250E-1,-2.454257384E-2,1.220326424E0,-4.557714164E-1
2.820616250E-1,-1.209748611E-1,-8.379460871E-2,-5.354420543E-1
3.019596250E-1,4.552499652E-1,-1.071710706E0,-7.064362168E-1
3.218576250E-1,7.645747662E-1,-1.687344909E0,-1.091181278E0
3.417556250E-1,1.084704638E0,-2.647943735E0,-1.293732643E0
3.616536250E-1,1.670783997E0,-2.932909966E0,-8.153908253E-1
3.815516250E-1,1.732338548E0,-2.707674026E0,-6.832184792E-1
4.014496250E-1,1.055953979E0,-3.093877316E0,-7.640695572E-1
4.213476250E-1,5.590890050E-1,-3.564117908E0,-9.274107814E-1
4.412456250E-1,5.062545538E-1,-4.615254879E0,-1.128874183E0
4.611436250E-1,4.460434914E-1,-5.710002899E0,-1.845691442E0
4.810416250E-1,3.515202552E-2,-5.923328400E0,-2.474439859E0
5.009396250E-1,-5.148473978E-1,-5.405081272E0,-2.237093210E0
5.208376250E-1,-1.137610316E0,-4.565865040E0,-1.639115691E0
5.407356250E-1,-1.282206893E0,-3.984857798E0,-1.328828454E0
5.606326250E-1,-1.017318606E0,-4.543504715E0,-1.224642038E0
5.805306250E-1,-1.160999298E0,-5.099423409E0,-1.451680541E0
6.004286250E-1,-1.758199453E0,-4.847737312E0,-1.550649881E0
6.203266250E-1,-2.416264296E0,-4.613934040E0,-1.127511978E0
6.402246250E-1,-2.730676174E0,-4.803457260E0,-7.351235747E-1
6.601226250E-1,-2.757298470E0,-5.140392303E0,-8.113258481E-1
6.800206250E-1,-2.753961325E0,-5.084974766E0,-1.098381162E0
6.999186250E-1,-2.877834320E0,-4.686648369E0,-1.212925434E0
7.198166250E-1,-2.959614038E0,-4.646524906E0,-1.096942902E0
7.397146250E-1,-3.004838467E0,-5.047761917E0,-9.426525831E-1
7.596126250E-1,-2.683384895E0,-4.474293232E0,-1.047547460E0
7.795106250E-1,-1.752675176E0,-3.289292097E0,-1.219990492E0
7.994086250E-1,-1.064033151E0,-2.325253010E0,-1.093358397E0
8.193066250E-1,-6.789113283E-1,-1.929828405E0,-8.915845156E-1
8.392046250E-1,-6.899875402E-1,-2.016857386E0,-8.711306453E-1
8.591026250E-1,-1.269086719E0,-2.365187645E0,-8.450688720E-1
8.790006250E-1,-2.173564434E0,-2.915847063E0,-7.238268256E-1
8.988986250E-1,-2.339523077E0,-2.586411476E0,-2.478108406E-1
9.187966250E-1,-2.287071466E0,-2.443910122E0,2.449007332E-2
9.386946250E-1,-2.419050455E0,-2.569817781E0,2.963966429E-1
9.585926250E-1,-2.673010588E0,-2.793845177E0,6.025623679E-1
9.784898333E-1,-2.780362129E0,-2.632469416E0,1.080809712E0
9.983878333E-1,-2.566478968E0,-2.319637060E0,1.506633282E0
1.018285833E0,-2.144204378E0,-1.995033145E0,1.470111966E0
1.038183833E0,-1.642639756E0,-1.689093947E0,1.108662248E0
1.058081833E0,-1.294996262E0,-1.359782577E0,8.385292888E-1
1.077979833E0,-1.036372185E0,-1.297012925E0,5.814909339E-1
1.097877833E0,-8.125039339E-1,-1.110015512E0,3.865533173E-1
1.117775833E0,-6.355826259E-1,-1.117775679E0,3.056236207E-1
1.137673833E0,-2.080018044E0,-1.438055038E0,4.187821150E-1
1.157571833E0,-4.094057560E0,-2.293549776E0,3.373122588E-2
