Time (s),X (m/s^2),Y (m/s^2),Z (m/s^2)
5.281192800E-2,-4.386315346E-1,4.693548679E-1,3.662214279E-1
7.281192800E-2,-4.195669889E-1,6.068434715E-1,3.188352585E-1
9.281192800E-2,-2.801270485E-1,6.096448898E-1,3.441429138E-1
1.128119280E-1,-1.895680428E-1,6.388702393E-1,3.518838882E-1
1.328119280E-1,-1.801913977E-1,7.051899433E-1,3.302936554E-1
1.528154280E-1,-2.180633545E-1,7.829616070E-1,2.956380844E-1
1.728154280E-1,-2.552626133E-1,8.585791588E-1,2.627782822E-1
1.928154280E-1,-2.843862772E-1,9.685943127E-1,2.213640213E-1
2.128154280E-1,-3.247096539E-1,1.149973154E0,1.579866409E-1
2.328154280E-1,-4.014090300E-1,1.371047497E0,8.137607574E-2
2.528154280E-1,-5.529551506E-1,1.584376812E0,7.867813110E-4
2.728154280E-1,-8.202280998E-1,1.795507193E0,-8.728218079E-2
2.928154280E-1,-1.202258348E0,2.056856871E0,-1.831750870E-1
3.128154280E-1,-1.518381834E0,2.365624428E0,-2.600851059E-1
3.328154280E-1,-1.730353951E0,2.643848419E0,-3.094549179E-1
3.528154280E-1,-1.887207985E0,2.898821354E0,-3.428678513E-1
3.728154280E-1,-2.040133476E0,3.142687321E0,-3.661546707E-1
3.928154280E-1,-2.281381845E0,3.355752468E0,-3.777313232E-1
4.128154280E-1,2.619204998E0,-1.065679669E0,2.181297302E0
4.328154280E-1,1.683460593E0,-1.215200424E0,9.294586182E-1
4.528154280E-1,8.366218805E-1,-1.361406684E0,2.979278564E-2
4.728154280E-1,1.026341677E0,-5.407843590E-1,-1.384515762E-1
4.928154280E-1,1.662093878E0,1.985282004E-1,-1.023902893E-1
5.128160640E-1,1.757561207E0,-2.644728124E-2,1.058444977E-1
5.328160640E-1,1.655577898E0,-1.767125130E-1,8.041381836E-3
5.528160640E-1,1.374522448E0,-7.423149347E-1,-4.454040527E-1
5.728160640E-1,1.041693807E0,-1.945582867E0,-1.782070637E0
5.928160640E-1,1.090050220E0,-1.853110552E0,-2.344161987E0
6.128160640E-1,1.136014700E0,-1.612339497E0,-3.172931194E0
6.328160640E-1,1.253694296E0,-1.235059381E0,-2.967891693E0
6.528165460E-1,1.015391350E0,-1.343463182E0,-2.583016872E0
6.728165460E-1,1.999218464E-1,-2.018910646E0,-2.366145611E0
6.928165460E-1,-1.660463572E0,-2.435318947E0,-2.235683441E0
7.128165460E-1,-2.018929482E0,-3.654613972E0,-1.663271427E0
7.328165460E-1,-3.014554977E0,-3.832036257E0,-1.804376602E0
7.528160790E-1,-3.686088085E0,-2.890269279E0,-1.944862366E0
7.728160790E-1,-4.458315372E0,-3.723950863E0,-1.943749905E0
7.928160790E-1,-4.557069302E0,-3.869074821E0,-2.070224285E0
8.128160790E-1,-3.568312883E0,-3.825168133E0,-9.796557426E-1
8.328160790E-1,-2.704786777E0,-4.842506886E0,3.535842896E-1
8.528160790E-1,-5.511403084E-1,-4.018631458E0,1.575000286E0
8.728160790E-1,1.292164803E0,-3.603526592E0,2.862905025E0
8.928160790E-1,3.051095009E0,-3.291220665E0,4.064867020E0
9.128160790E-1,4.632648945E0,-3.366641045E0,5.234683037E0
9.328160790E-1,6.272551537E0,-3.758518696E0,5.122984409E0
